ICP_Score,ICP_Reasons,OrgNr,Name,Email,Phone,Is_AB,Reg_Year,Company_Age,Employees,Branch,Branch_Segment,SNI_Code,Omsattning_SEK,Omsattning_Year,Rorelseresultat_SEK,Arets_Resultat_SEK,Kortfristiga_Skulder_SEK,Langfristiga_Skulder_SEK,Lender_Keywords,Keyword_Line_1,Recent_Year_Value,Previous_Year_Value,Keyword_Line_2,Recent_Year_Value,Previous_Year_Value
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568471725,Wernerssons snickeri i Ödeshög AB,info@wernerssonsnickeri.se,,true,2011,15,3,Tillverkning av övriga byggnads- och inredningssnickerier,core,,5480000,2025,292000,36000,1156000,564000,Kreditinstitut,Övriga skulder till kreditinstitut,564061,701943,Övriga skulder till kreditinstitut,150416,150416
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5563458511,Designsnickerier K. Eriksson Aktiebolag,gustav-e@live.com,+4686477000,true,1989,37,3,Tillverkning av övriga byggnads- och inredningssnickerier,core,,5570000,2025,224000,194000,940000,487000,Kreditinstitut,Övriga skulder till kreditinstitut,6988,505946,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565093456,Bertil Jönssons Snickerier i Vejbystrand AB,jonssons.snickerier@bjarenet.com,+46431452225,true,1995,31,3,Tillverkning av övriga byggnads- och inredningssnickerier,core,,5880000,2025,1130000,894000,1229000,173000,Kreditinstitut,Övriga skulder till kreditinstitut,173322,259993,Övriga skulder till kreditinstitut,80,00480004
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567503692,WeldTec i Molkom AB,mats@weldtec.se,+46706415811,true,2008,18,4,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,6363000,2025,417000,414000,1266000,71000,Kreditinstitut,Övriga skulder till kreditinstitut,0,70500,Övriga skulder till kreditinstitut,0,55000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5569376790,ABEXOR AB,veronica.sundqvist@vsq.nu,,true,2013,13,2,Uthyrning och leasing av bygg- och anläggningsmaskiner,core,,6805000,2024,177000,76000,1714000,14000,Kreditinstitut,Övriga skulder till kreditinstitut,13,,Övriga skulder till kreditinstitut,492422,656836
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5566171590,Jönssons Lackering Sörby AB,info@jonssonslackering.se,,true,2001,25,3,Tillverkning av betongvaror för byggändamål,core,,6665000,2025,764000,519000,1907000,2971000,Kreditinstitut,Övriga skulder till kreditinstitut,,3563714,Övriga skulder till kreditinstitut,546000,546000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565978136,VI-Plast AB,info@viplast.se,,true,2000,26,4,Byggplastvarutillverkning,core,,7346000,2024,937000,383000,1784000,950000,Kreditinstitut,Övriga skulder till kreditinstitut,950000,2150000,Övriga skulder till kreditinstitut,600000,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5562363431,H. Wiklund Snickeri Aktiebolag,,+46856031078,true,1983,43,4,Tillverkning av övriga byggnads- och inredningssnickerier,core,,7217000,2025,598000,465000,856000,1516000,Kreditinstitut,Övriga skulder till kreditinstitut,400398,19981,Övriga skulder till kreditinstitut,100000,80004
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565835484,XRAY Marketing AB,,+4687520058,true,2000,26,3,Konsultverksamhet avseende företags organisation,core,,3352000,2025,786000,376000,1781000,2275000,Kreditinstitut,Övriga skulder till kreditinstitut,2275122,2299098,Övriga skulder till kreditinstitut,458671,483864
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590294236,Veredo AB,,+4652238550,true,2015,11,3,Redovisning och bokföring; skatterådgivning,core,,3136000,2024,101000,134000,729000,67000,Kreditinstitut,Övriga skulder till kreditinstitut,99,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590758230,Vasa Advokatbyrå AB,pua@puaadvokat.com,+4686784300,true,2016,10,3,Advokatbyråverksamhet,core,,3340000,2024,-109000,-1201000,1183000,416000,Kreditinstitut,Övriga skulder till kreditinstitut,416,,Övriga skulder till kreditinstitut,119392,119392
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568085178,"Timrå Automation & Industriservice, TAIS AB",lars.tais@gmail.com,+46702920169,true,2010,16,2,Teknisk konsultverksamhet inom industriteknik,core,,3051000,2025,391000,300000,407000,7000,Kreditinstitut,Övriga skulder till kreditinstitut,6567,31791,Andra långfr skulder kreditinstitut,-6567,-31791
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568483258,TG Gräv AB,gunnar@garev.se,,true,2012,14,2,Teknisk konsultverksamhet inom industriteknik,core,,3281000,2025,756000,379000,468000,1339000,Kreditinstitut,Övriga skulder till kreditinstitut,330000,594000,Övriga skulder till kreditinstitut,264000,264000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5566764147,Soul Woman Aktiebolag,petra.ek@telia.com,,true,2005,21,2,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3231000,2024,1002000,-805000,395000,2454000,Kreditinstitut,Övriga skulder till kreditinstitut,1667,0,Övriga skulder till kreditinstitut,0,000156247
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568661135,Norrkompetens i Skellefteå AB,info@norrkompetens.com,,true,2011,15,2,Konsultverksamhet avseende företags organisation,core,,3209000,2025,977000,568000,206000,,Kreditinstitut,Övriga skulder till kreditinstitut,10730,0,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567789440,MekaPlant Engineering AB,inbox@mekaplant.se,,true,2009,17,2,Teknisk konsultverksamhet inom industriteknik,core,,3433000,2024,1178000,932000,1057000,,Kreditinstitut,Övriga skulder till kreditinstitut,015169,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567860159,MB Konsult Kyrkhult AB,info@ekonomipartneronline.se,+46454232170,true,2009,17,3,Redovisning och bokföring; skatterådgivning,core,,3158000,2025,653000,434000,260000,145000,Kreditinstitut,Övriga skulder till kreditinstitut,0,27772,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565168324,Lundinius AB,,+46470775510,true,1995,31,2,Konsultverksamhet avseende företags organisation,core,,3057000,2025,483000,534000,906000,3443000,Kreditinstitut,Övriga skulder till kreditinstitut,2714597,2673500,Övriga skulder till kreditinstitut,374352,282000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567729941,Lindecrantz Consulting AB,tomas@lindecrantzconsulting.se,,true,2009,17,2,Konsultverksamhet avseende företags organisation,core,,3307000,2024,716000,395000,404000,333000,Kreditinstitut,Övriga skulder till kreditinstitut,478111,628058,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590730783,Legly AB,,+46707433746,true,2016,10,3,"All övrig verksamhet inom juridik, ekonomi, vetenskap och teknik",core,,3183000,2024,269000,186000,1066000,522000,Kreditinstitut,Skulder till kreditinstitut,522222,650000,Skulder till kreditinstitut,166667,155556
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590670641,Jönköpings RB AB,info@jrb.nu,,true,2016,10,3,Redovisning och bokföring; skatterådgivning,core,,3107000,2024,465000,480000,134000,1323000,Kreditinstitut,Övriga skulder till kreditinstitut,1000000,1000000,Övriga skulder till kreditinstitut,-10,-10
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590082557,JwTech AB,jonas@jwtech.se,,true,2015,11,4,Teknisk konsultverksamhet inom industriteknik,core,,3388000,2025,303000,263000,701000,79000,Kreditinstitut,Övriga skulder till kreditinstitut,79436,105756,Övriga skulder till kreditinstitut,24,00024000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568154941,Jefferson Numbers AB,patrik@jefferson.se,+46103304700,true,2010,16,2,Redovisning och bokföring; skatterådgivning,core,,3322000,2025,80000,80000,314000,90000,Almi;Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590418710,Jansson Mätkonsult AB,joakim.jansson@jmkab.se,,true,2015,11,3,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3304000,2025,202000,163000,719000,611000,Kreditinstitut,Övriga skulder till kreditinstitut,610624,0,Övriga skulder till kreditinstitut,289376,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5566962881,J Blom Markteknik AB,,,true,2006,20,3,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3317000,2025,187000,116000,594000,276000,Kreditinstitut,Övriga skulder till kreditinstitut,22220,0,Övriga skulder till kreditinstitut,616668,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568149065,Ignesco säkerhetskonsult AB,,,true,2010,16,2,"All övrig verksamhet inom juridik, ekonomi, vetenskap och teknik",core,,3044000,2025,56000,25000,314000,634000,Kreditinstitut,Övriga skulder till kreditinstitut,634000,670000,Övriga skulder till kreditinstitut,36,00036000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590751201,Harmonicentrum Sverige AB,helena@harmonicentrum.se,,true,2016,10,3,Redovisning och bokföring; skatterådgivning,core,,3008000,2025,188000,134000,595000,250000,Kreditinstitut,Övriga skulder till kreditinstitut,250000,0,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567042352,HPR Redovisning AB,,+46491780202,true,2006,20,3,Redovisning och bokföring; skatterådgivning,core,,3187000,2025,593000,519000,412000,26000,Kreditinstitut,Övriga skulder till kreditinstitut,425,,Övriga skulder till kreditinstitut,18,00018000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568169352,HM Redovisning Sthlm AB,maria@hmredovisning.com,+46735515168,true,2010,16,3,Redovisning och bokföring; skatterådgivning,core,,3133000,2025,606000,480000,576000,,Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590721840,Geozenit AB,peter.johansson@geozenit.se,+46709161550,true,2016,10,2,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3384000,2024,605000,676000,727000,6000,Kreditinstitut,Övriga skulder till kreditinstitut,0,6458,Övriga skulder till kreditinstitut,12916,77496
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565240867,Ferms Diesel & Teknik Aktiebolag,,+46103030290,true,1995,31,2,Teknisk konsultverksamhet inom industriteknik,core,,3161000,2025,96000,17000,1106000,570000,Kreditinstitut,Övriga skulder till kreditinstitut,339023,804964,Övriga skulder till kreditinstitut,395210,441989
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5569830911,Eldevice AB,tomas.thelin@eldevice.se,+46733675248,true,2015,11,2,Teknisk konsultverksamhet inom elteknik,core,,3424000,2025,1309000,939000,629000,870000,Kreditinstitut,Övriga skulder till kreditinstitut,870000,930000,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590821608,Easycount Sweden AB,info@easycount.se,+46103001303,true,2016,10,2,Redovisning och bokföring; skatterådgivning,core,,3482000,2025,263000,140000,744000,12000,Kreditinstitut,Skulder till kreditinstitut,021,8942,Skulder till kreditinstitut,063216,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5569401846,Double AB,dejan@doublecloud.com,+46317889999,true,2013,13,2,Konsultverksamhet avseende företags organisation,core,,3467000,2025,-435000,-476000,404000,167000,Kreditinstitut,Skulder till kreditinstitut,145692,189611,Skulder till kreditinstitut,37754,31589
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568111149,CERO Sweden AB,annika@cero.nu,,true,2010,16,2,Konsultverksamhet avseende företags organisation,core,,3336000,2024,1204000,950000,217000,234000,Kreditinstitut,Övriga skulder till kreditinstitut,234027,280084,Övriga skulder till kreditinstitut,44,00042000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590789409,Bispberg Data Invest AB,tomas@nordfjord-hotell.no,,true,2016,10,2,Konsultverksamhet avseende företags organisation,core,,3050000,2024,901000,599000,4472000,2392000,Kreditinstitut,Övriga skulder till kreditinstitut,2391912,0,Övriga skulder till kreditinstitut,724145,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5566779855,Arbor i Kiruna AB,arbor@kiruna.nu,,true,2005,21,2,Redovisning och bokföring; skatterådgivning,core,,3053000,2024,497000,243000,1288000,569000,Kreditinstitut,Övriga skulder till kreditinstitut,446438,832093,Övriga skulder till kreditinstitut,377508,377508
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565952537,Amb & Amb Holding AB,,,true,2004,22,2,Redovisning och bokföring; skatterådgivning,core,,3375000,2025,338000,1082000,848000,5875000,Kreditinstitut,Övriga skulder till kreditinstitut,3000000,2965700,Övriga skulder till kreditinstitut,0,80400
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567804082,Shako Redovisningsbyrå AB,gspcs@live.se,,true,2009,17,3,Redovisning och bokföring; skatterådgivning,core,,3525000,2025,1295000,741000,1951000,1305000,Kreditinstitut,Övriga skulder till kreditinstitut,1305200,1336400,Övriga skulder till kreditinstitut,1367600,1398800
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5569920761,SOFRED AB,,,true,2014,12,2,Konsultverksamhet avseende företags organisation,core,,3926000,2024,2446000,141649000,68718000,140780000,Kreditinstitut,Beloppet redovisas i EURO och avser garanti för dotterbolags engagemang hos kreditinstitut,,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567899629,Ruuda Consulting AB,info@ruuda.se,+4617130130,true,2009,17,3,Konsultverksamhet avseende företags organisation,core,,3952000,2025,39000,-11000,475000,643000,Kreditinstitut,Övriga skulder till kreditinstitut,642576,725584,Övriga skulder till kreditinstitut,80500,78000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565384533,Projektkvalitet i Stockholm AB,tomas@projektkvalitet.nu,+46707228551,true,1997,29,2,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3970000,2024,426000,-1703000,831000,7175000,Kreditinstitut,Övriga skulder till kreditinstitut,,5380028,Övriga skulder till kreditinstitut,236664,236664
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590803374,Pharus Tech AB,Info@jobagent.se,+46705366941,true,2016,10,2,Konsultverksamhet avseende företags organisation,core,,3695000,2023,-2635000,-2791000,6304000,1728000,Kreditinstitut,Övriga skulder till kreditinstitut,1727501,1833329,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565406732,PM Stenbro AB,permelin@telia.com,,true,1997,29,4,Konsultverksamhet avseende företags organisation,core,,3563000,2024,-917000,-483000,2148000,1900000,Kreditinstitut,Övriga skulder till kreditinstitut,1900000,0,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590276647,No More Boots AB,info@nomoreboots.se,,true,2015,11,3,Teknisk konsultverksamhet inom industriteknik,core,,3984000,2025,-804000,-848000,1191000,950000,Almi;Kreditinstitut,Skulder till kreditinstitut,0114583,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5566748496,NOVA Affärsutveckling i Norden AB,info@nova-au.se,+4636305740,true,2011,15,2,Konsultverksamhet avseende företags organisation,core,,3710000,2024,1131000,807000,1852000,1916000,Kreditinstitut,Övriga skulder till kreditinstitut,,2007260,Övriga skulder till kreditinstitut,91280,91280
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5566134960,NONAC AB,,,true,2001,25,2,Konsultverksamhet avseende företags organisation,core,,3512000,2024,-889000,6000,4043000,5850000,Kreditinstitut,Övriga skulder till kreditinstitut,5850000,5850000,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568866437,NCE Ekonomi AB,ninvacharo@gmail.com,,true,2012,14,3,Redovisning och bokföring; skatterådgivning,core,,3674000,2024,676000,372000,940000,4400000,Kreditinstitut,Övriga skulder till kreditinstitut,4400000,0,Övriga skulder till kreditinstitut,3800000,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567718076,METRA Konsult AB,fredrik.brinck@metrakonsult.se,+4687158630,true,2008,18,3,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3882000,2025,739000,1408000,644000,444000,Kreditinstitut,Skulder till kreditinstitut,3527,0,Skulder till kreditinstitut,6552,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590211784,Lars Hulth Konsult och Entreprenad AB,lasse@hultek.se,+46703101149,true,2015,11,2,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik",core,,3732000,2024,1482000,937000,743000,411000,Kreditinstitut,Övriga skulder till kreditinstitut,280,,Övriga skulder till kreditinstitut,619,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568652282,Landvetter Ekonomi AB,info@landvetterekonomi.se,+46730965300,true,2011,15,4,Redovisning och bokföring; skatterådgivning,core,,3555000,2025,481000,421000,843000,,Kreditinstitut,Övriga skulder till kreditinstitut,5970,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5569920548,Kontiva Consulting AB,elham-bal@hotmail.com,,true,2014,12,2,Redovisning och bokföring; skatterådgivning,core,,3703000,2025,517000,481000,273000,441000,Kreditinstitut,Övriga skulder till kreditinstitut,035982,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568264534,Klara Vatten Sverige AB,,,true,2010,16,2,Konsultverksamhet avseende företags organisation,core,,3824000,2025,545000,360000,416000,2041000,Kreditinstitut,Övriga skulder till kreditinstitut,,1733812,Övriga skulder till kreditinstitut,124500,122496
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567775266,Inprowest AB,christer@inprowest.se,,true,2009,17,2,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3517000,2025,1287000,852000,802000,2772000,Kreditinstitut,Övriga skulder till kreditinstitut,1562500,1664500,Övriga skulder till kreditinstitut,102000,102000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568425937,Gustaf Oscarson AB,gustaf@mittforetag.com,,true,2012,14,2,Konsultverksamhet avseende företags organisation,core,,3528000,2024,1673000,894000,5716000,650000,Kreditinstitut,Övriga skulder till kreditinstitut,649993,801102,Övriga skulder till kreditinstitut,248099,534993
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5561734236,Gullmanders Arkitekter & Ingenjörer AB,janet.vilmontson@gullmanders.se,+46470719500,true,1973,53,2,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3885000,2024,1037000,2820000,1104000,,Kreditinstitut,Övriga skulder till kreditinstitut,0,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590306469,Gren Consulting AB,,+46702154180,true,2015,11,2,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3976000,2025,133000,76000,575000,14000,Kreditinstitut,Övriga skulder till kreditinstitut,013500,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5569666893,Drift & Installationsteknik i Sverige AB,niklas@ditek.se,+46708287114,true,2014,12,3,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik",core,,3933000,2025,1016000,592000,650000,358000,Kreditinstitut,Övriga skulder till kreditinstitut,358000,393800,Övriga skulder till kreditinstitut,35,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5563656866,Combimed AB,post@combimed.se,+4622712030,true,1990,36,2,Konsultverksamhet avseende företags organisation,core,,3541000,2025,456000,316000,345000,2210000,Kreditinstitut,Övriga skulder till kreditinstitut,1895875,1932125,Övriga skulder till kreditinstitut,43500,43500
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565552758,Centrumlyftet i Örnsköldsvik Aktiebolag,,,true,1998,28,3,Konsultverksamhet avseende företags organisation,core,,3825000,2024,-307000,-129000,1836000,,Kreditinstitut,Övriga skulder till kreditinstitut,800000,800000,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5566621032,C & Company Aktiebolag,christian.dahlqvist@montellpartners.se,+46317080985,true,2004,22,2,Konsultverksamhet avseende företags organisation,core,,3769000,2024,428000,2599000,1178000,,Kreditinstitut,Övriga skulder till kreditinstitut,00,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5565610465,Arevenue AB,thomas@arevenue.se,,true,1998,28,2,Revision,core,,3966000,2025,1362000,797000,818000,40000,Kreditinstitut,Övriga skulder till kreditinstitut,0,45000,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5564126240,Alltiett Redovisningsbyrå Aktiebolag,,+4686634130,true,1991,35,3,Redovisning och bokföring; skatterådgivning,core,,3543000,2025,382000,404000,492000,35000,Kreditinstitut,Övriga skulder till kreditinstitut,034983,,Övriga skulder till kreditinstitut,34983,108931
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568115702,Agocs Consulting AB,lookcj@gmail.com,,true,2010,16,4,Konsultverksamhet avseende företags organisation,core,,3852000,2025,213000,90000,573000,830000,Kreditinstitut,Övriga skulder till kreditinstitut,830485,702788,Övriga skulder till kreditinstitut,78622,32904
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5562919497,Advokatfirman Glendor Aktiebolag,erik@glendor.se,+4684289680,true,1987,39,3,Advokatbyråverksamhet,core,,5130000,2025,231000,135000,713000,416000,Kreditinstitut,Övriga skulder till kreditinstitut,416458,0,Övriga skulder till kreditinstitut,86246,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568266695,A From Bygg & Golv AB,erik@fromsbygg.com,+46709488369,true,2010,16,2,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,core,,3528000,2025,142000,111000,589000,71000,Kreditinstitut,Övriga skulder till kreditinstitut,60418,0,Övriga skulder till kreditinstitut,60418,0
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5567769962,A Capriccio Group AB,magnus.modin@stagepool.com,,true,2009,17,2,Konsultverksamhet avseende företags organisation,core,,3980000,2025,1633000,804000,1254000,2087000,Kreditinstitut,Övriga skulder till kreditinstitut,4,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5568833338,Urban OM AB,christoffer@urbanom.se,+46841023990,true,2012,14,2,Konsultverksamhet avseende företags organisation,core,,4427000,2024,-553000,-777000,1291000,46000,Kreditinstitut,Övriga skulder till kreditinstitut,016670,,Övriga skulder till kreditinstitut,8333,100000
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5590565395,Strömtec Stockholm AB,sebastian.heikkinen@outlook.com,,true,2016,10,2,Teknisk konsultverksamhet inom elteknik,core,,4129000,2024,850000,478000,951000,608000,Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5569287013,Skåne-Gripen VVS AB,skanegripenvvs@gmail.com,,true,2013,13,3,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik",core,,4351000,2024,151000,77000,932000,41000,Kreditinstitut,Övriga skulder till kreditinstitut,139344,237705,Övriga skulder till kreditinstitut,98,
11,"AB,revenue_core,employees_core,age_core,branch_core,has_lender_debt",5564132511,Peter Broman Redovisningstjänst Aktiebolag,peter@pbred.se,+46523611151,true,1991,35,4,Redovisning och bokföring; skatterådgivning,core,,4170000,2025,640000,547000,523000,,Almi,,,,,,
