OrgNr,Name,Email,Phone,Lender_Keywords,Keyword_Line_1,Recent_Year_Value,Previous_Year_Value,Keyword_Line_2,Recent_Year_Value,Previous_Year_Value
5593999690,KJ:s Mur & Puts AB,,+46735069254,,,,,,,
5593902827,Anders Roos,anders@andersroos.nu,,,,,,,,
5593879710,Ordningskreatören,anna@ordningskreatoren.se,+46723716535,,,,,,,
5593844177,United Components A/S,info@ucse.se,+4643175820,,,,,,,
5593788283,Pro Security Group Sweden AB,anders.nygren@prosecswe.se,+46102044919,,,,,,,
5593734741,Emmaboda Konst,viktor.hakkarainen@chm-analytics.com,,,,,,,,
5593724718,Folksol Stockholm AB,,,,,,,,,
5593679748,Din Målerifirma i Göteborg med erfarna målare,info@folksol.se,+468206718,,,,,,,
5593625113,Upp Advokatbyrå,info@gmsmaleri.se,,,,,,,,
5593598203,Magnetlabbet,kontakt@uppadvokat.se,,,,,,,,
5593588345,Guestro,info@magnetlabbet.se,+46736124148,,,,,,,
5593563090,Ergogreaser Nordic AB,info@guestro.se,,,,,,,,
5593533879,Total VVS Trosa,tommyhallstrom@live.se,,,,,,,,
5593474900,PERGOLARUM SVENSKA AB - SEASIDE GARDEN,info@totalvvstrosa.se,,,,,,,,
5593474850,EMS Revolution,info@pergolarum.se,+463553000,,,,,,,
5593464331,Adress Heartsave Sweden AB,george@emsrevolution.se,+462155522,,,,,,,
5593453318,Freij Construction,info@heartsave.se,+46702960008,,,,,,,
5593319832,Docent Byggteknik,freijconstructionab@outlook.com,+46763390937,,,,,,,
5593276396,Northern Recovery,rawaz.namik@gmail.com,,,,,,,,
5593252686,Wellon,oliver.johansen@live.se,,,,,,,,
5593245912,STG Clean and Neat,anders.tullgren@wellon.se,+4620220025,,,,,,,
5593088965,kakeladesign.se,ks@stgclean.se,,,,,,,,
5593070906,Fasadrenovering Göteborg,ibbe50@gmail.com,,,,,,,,
5593021610,K E M A redovisning,,+4645115025,,,,,,,
5593006405,Topolis AB,ekonomi@fasadkraft.se,,,,,,,,
5592948987,Klippanslås,maria@kemaredovisning.se,,,,,,,,
5592800162,Städlust i Sverige AB,per-anders.klippan@colorama.se,+46435469970,,,,,,,
5592766546,ÖstgötaLås AB,info@kagansbuss.se,,,,,,,,
5592677032,Erigo,info@stadlust.se,+462630244,,,,,,,
5592427172,Adrose,,+4613155505,,,,,,,
5592400070,Börskollen Sverige AB,katri.lindgren@erigo.se,,,,,,,,
5592397789,KonteringsPoolen Sverige AB,,+4686409100,,,,,,,
5592365141,Bygg & Måleri Skandinavien AB,info@borskollen.se,,,,,,,,
5592327539,Klarhome,info@aiosweden.se,+46433567030,,,,,,,
5592233521,Anderssons Redovisningsbyrå,fredisalaj1@outlook.it,,Kreditinstitut,Övriga skulder till kreditinstitut,069670,,,,
5592168347,Möbeltapetseri,kundsupport@klarfonster.se,+46188008138,,,,,,,
5592135791,MovieZine,mikael@anderssonsredovisning.se,,,,,,,,
5592040850,HemSol,info@18kvadrat.se,+46737795380,,,,,,,
5592001142,Energikonsulterna EDEK AB,mats@caneman.se,,,,,,,,
5591966675,Flyttfirma Kristianstad,,,,,,,,,
5591938476,Love My Office AB,info@edek.se,+46727076090,,,,,,,
5591869929,HR,info@mcdf.se,+46768429088,Kreditinstitut,Övriga skulder till kreditinstitut,150939,186177,Övriga skulder till kreditinstitut,33,32433324
5591724769,Arbetsrättsjurist Stockholm,info@lovemyoffice.se,,,,,,,,
5591672034,Mögel-test.se,robert.westberg@personaltvister.se,+46702579332,,,,,,,
5591667513,Pipeweld,torbjorn@olssonadvokat.se,+46769477752,,,,,,,
5591598908,Ditt lokala bärgningsföretag i Dalarna dygnet runt,,,,,,,,,
5591598098,Kloten,info@pipeweld.ee,,,,,,,,
5591495816,"Pälsvård, foder & tillbehör",info@mbdalarna.se,+4624318010,Kreditinstitut,Övriga skulder till kreditinstitut,62915808,917678,Övriga skulder till kreditinstitut,918532,437580
5591464028,Fastighetsmästaren Supply AB,info@klotenresort.se,+4658088300,,,,,,,
5591410856,Alba Service,lea@hundtrimstugan.se,+4645410400,Kreditinstitut,Övriga skulder till kreditinstitut,510,50052500,,,
5591390918,Presenningsfabriken S&V AB,info@fastighetsmastaren.com,+4698012525,Kreditinstitut,Övriga skulder till kreditinstitut,700648,469236,Övriga skulder till kreditinstitut,200976,205308
5591353478,Tandläkare Stockholm | Solna Dental | Privat tandvård,info@albaservice.se,+46720038600,Kreditinstitut,Övriga skulder till kreditinstitut,8616,0,,,
5591351886,Läkartidningen,info@presenningsfabriken.com,+4628044179,Kreditinstitut,Övriga skulder till kreditinstitut,8400,856000,,,
5591344097,Svea KBT,,+4633126460,,,,,,,
5591323380,Solsystem,par.gunnarsson@lakartidningen.se,,,,,,,,
5591289474,Cirbit,,+4684499323,Kreditinstitut;Svea,Övriga skulder till kreditinstitut,62933332,291660,,,
5591267769,The General Prepper,info@solsystem.com,+46107882800,Kreditinstitut,Övriga skulder till kreditinstitut,209840,297840,Övriga skulder till kreditinstitut,84385,164857
5591097299,Almena,johan@cirbit.com,+46313099903,,,,,,,
5591082572,PLC Ekonomi Consulting,info@generalprepper.com,,Kreditinstitut,Övriga skulder till kreditinstitut,0,00050000,,,
5590976634,Processöverskott,info@selfmadefly.com,,,,,,,,
5590956735,Adra Flytt,info@plc.nu,+4692115150,,,,,,,
5590831011,DN.se,info@processoverskott.se,,,,,,,,
5590804033,Projektledning.se,,,,,,,,,
5590800917,TrädgårdSmart i Sverige AB,,+46812818000,,,,,,,
5590708599,Complett Service,par@bywork.se,,,,,,,,
5590696364,BSC Bilskadecentralen,info@xn--trdgrdsmart-m8ap.se,+46102146150,,,,,,,
5590581780,Advokataktiebolaget Jansson & Partners AB,svitlana@complettservice.se,+46365501520,Kreditinstitut,Övriga skulder till kreditinstitut,5220,493562,Övriga skulder till kreditinstitut,6000,60000
5590511423,Datormagazin,advokat@janssonpartners.se,+46101290800,,,,,,,
5590377874,Termofönster Sverige AB,ekonomi@affarsvarlden.se,,,,,,,,
5590349014,Ljungbyheds bygg AB,anders.ohman@gmail.com,,,,,,,,
5590345541,Jacocomp AB,info@termofonster.se,+46730691533,,,,,,,
5590290192,Energisam,hakan@gribbling.se,,,,,,,,
5590165097,Finansiering för företagare på ett enklare sätt,iaco@telia.com,+46703995613,,,,,,,
5590144050,Bärgning,info@energisam.se,,,,,,,,
5590089800,Adress Pumpia AB,,+46200439497,Qred,,,,,,
5590001144,Belton Travel AB / Kristianstad Buss AB,info@llbargning.se,+4650410850,,,,,,,
5569978462,Breakit,,+46708283535,,,,,,,
5569954620,Mekonomen Bilverkstad Karlskoga,,,,,,,,,
5569947822,Föreningspapper,olle@breakit.se,+46851254603,,,,,,,
5569871394,Gunnel Ryner,info@bilteknikab.se,+46586728732,,,,,,,
5569843633,Vägassistans & Bärgning i Jämtland,stina@hellbergsinvest.se,,,,,,,,
5569840472,Ranglo Axe AB,gunnel@gunnelryner.se,,,,,,,,
5569748741,Klarälven Städ AB,per.maartensson@gmail.com,+4667030000,,,,,,,
5569665317,Percys Kött,info@klaralvenstad.se,+46542023322,,,,,,,
5569641789,Casino med Snabba Mobilbetalningar,info@energioteknik.se,+46570727090,,,,,,,
5569535536,Kårek AB,info@percys.se,+4687544330,,,,,,,
5569514853,ZP,info@nyttbolagnu.se,+46709529466,,,,,,,
5569446122,EFN Ekonomikanalen AB,jonas@bearplay.se,+46706525586,,,,,,,
5569445330,Signpost AB,info@ekstolpar.se,+46727048999,,,,,,,
5569403677,Auktoriserad redovisningsbyrå Göteborg,info@zp.se,,,,,,,,
5569301608,Familjeterapeuterna Syd,,+4687259000,,,,,,,
5569240517,SellTech,info@signpost.se,+46841025005,,,,,,,
5569237190,Oneflow,info@gotred.se,+4631838742,,,,,,,
5569148686,Lind’s Kakelugnsmakeri AB,info@familjeterapeuterna.com,+464078211,,,,,,,
5569111825,Kosttillskott,info@selltech.se,,,,,,,,
5569008302,Billackering i Uppsala,,+46707574721,,,,,,,
5568992431,Branschaktuellt Sverige AB,info@tillskottsbolaget.se,+4635121012,,,,,,,
5568950405,Carutcha,info@epmconsulting.se,+46840903210,,,,,,,
5568779424,Säker Bostad,jrlackcenter@gmail.com,+46707831210,,,,,,,
5568564594,Frisk & Kry AB,,+46840022624,,,,,,,
5568480999,K-Fastigheter,carutcha@live.se,,,,,,,,
5568464688,Stockholms Golv & Plattsättning AB,info@sakerbostad.se,+46840025190,,,,,,,
5568391733,Strykfritt Städhjälp Stockholm AB,info@frisk-kry.se,,,,,,,,
5568270390,Move,,+4642150870,,,,,,,
5568195571,BonusFönster,fredrik.melin@sofab.nu,,,,,,,,
5567986285,Sparfönster,info@golvochplatt.se,+468257292,,,,,,,
5567974471,Värmdö hund och kattpensionat,info@strykfritt.se,+46850164244,,,,,,,
5567967541,Agitar Elservice Göteborg AB,info@move.se,+46708881247,,,,,,,
5567954945,Layout & dekor Scandinavian,bb@bonusfonster.se,+46771267474,,,,,,,
5567884704,Historiska Media,maud@varmdohundokatt.se,+46709534391,,,,,,,
5567871040,Akustikteknik,lasse.jonsson@agitar.se,+4630222830,,,,,,,
5567758288,Svensk Terrazzo-Teknik AB,ingela.jarl@cosign.nu,+46840017990,Kreditinstitut,Skulder till kreditinstitut,70,6737684,Skulder till kreditinstitut,0573996,
5567739395,Cykelmekano,info@limousinebuss.se,+46705775522,,,,,,,
5567708408,Nera Installation,ekonomi@historiskamedia.se,+4646333450,,,,,,,
5567607295,Konsumentguiden.se,,+4640186431,,,,,,,
5567602478,Dagens Juridik,info@svenskterrazzoteknik.se,+4615710440,Kreditinstitut,Övriga skulder till kreditinstitut,927615,1263453,Övriga skulder till kreditinstitut,217872,281474
5567550750,BG Institute,kontakt@cykelmekano.se,+4641810339,Kreditinstitut,Övriga skulder till kreditinstitut,893460,707559,Övriga skulder till kreditinstitut,893460,707559
5567514889,TFL Licenssvets & Montage AB,christian.hakansson@nera-installation.se,,,,,,,,
5567475123,Lampemesterens handelsvillkor,info@webseacom.com,,,,,,,,
5567447858,Driva Eget,info@blendow.se,,,,,,,,
5567444558,Evacuare AB,info@tfllicenssvets.se,+4649023440,,,,,,,
5567370431,Basic Wear Stockholm AB,,+46812012000,,,,,,,
5567359160,60plusbanken,info@stigfram.se,+46852253600,,,,,,,
5567329874,Långedrags VVS AB,gustaf@mittforetag.com,,,,,,,,
5567251300,"Den enklare, snabbare och smartare vardagsbanken",info@evacuare.se,+4631256100,,,,,,,
5567189716,Swedish Dental AB,info@basicwear.se,+4687184561,,,,,,,
5567175129,Tryckeri City,,+46850100403,,,,,,,
5567150577,KONTAKT,info@langedragsvvs.se,+46739625313,Kreditinstitut,Övriga skulder till kreditinstitut,51265000,1393985,Övriga skulder till kreditinstitut,115000,115000
5567122980,Majornas Energi & Miljökonsult AB,info@skohalsan.com,+46709940039,,,,,,,
5567094866,FF Profilreklam AB,info@northmill.com,+46840007040,,,,,,,
5567082317,Råd & Rön,info@ludvikatandlakarna.se,+46243232300,,,,,,,
5567067714,Villkor,info@tryckericity.se,+4690702300,Kreditinstitut,Skulder till kreditinstitut,0150,0,Not Skulder till kreditinstitut,8,
5567061857,Låssmed Göteborg,info@stockholmlosull.se,,,,,,,,
5567058937,IMC Injection Moulding Components AB,Info@memab.se,+4631127570,,,,,,,
5566949771,HN Hydraulik AB,info@ffprofilreklam.se,+4684535480,,,,,,,
5566898374,Instive,radron@radron.se,+4686744310,,,,,,,
5566821996,transelmatic.se,,+46521599000,,,,,,,
5566787387,Göteborgs Fönsterrenovering AB,info@lasproffsen.se,+4631224501,,,,,,,
5566787189,Mondo Tapas Bar & Restaurang,,+46868422400,,,,,,,
5566649033,Byggahus.se,info@imc.se,+46511782200,,,,,,,
5566611546,CG Inredning AB,info@hnhydraulik.se,+46431446350,,,,,,,
5566560081,Stopp i avloppet,anders.jansson@scanders.se,+46707889100,,,,,,,
5566509914,Adress VIO LJUSFABRIK AB,robert@transelmatic.se,+4636165240,,,,,,,
5566440102,Bärgning Göteborg,richard@goteborgsfonster.se,+4631191935,,,,,,,
5566384151,Ivan Larsson Skog & Trädgård AB,,,,,,,,,
5566361613,Produkter och tjänster för vätske,info@byggahus.se,+46702597424,,,,,,,
5566283825,Bilverkstad i Stockholm,info@cginredning.se,,,,,,,,
5566226956,TXP,,+46703576300,,,,,,,
5566160544,Hammarlings Lastvagnsservice AB,vio@zeta.telenordica.se,+4651240800,,,,,,,
5565969127,Herb Pharma Sverige AB,station@bargningstjansten.org,,Kreditinstitut,Övriga skulder till kreditinstitut,96041019,11475092,Övriga skulder till kreditinstitut,93496658,4443612
5565876348,kommun.jensnylander.com,ivan-larsson@telia.com,+4611120059,,,,,,,
5565817797,Garantivillkor,info@sikama.se,+4684483030,,,,,,,
5565801387,Bravo Sport och Profil AB,info@brav.se,+4686629899,,,,,,,
5565781787,Ferms,info@resteamet.se,+4643510001,,,,,,,
5565727913,Kontakta oss,claes@txp.se,,,,,,,,
5565709010,iBinder,,+4618512900,,,,,,,
5565643037,Guldhedens Flyttexpress AB,anneli.sandstrom@herbpharma.se,+46737882182,Kreditinstitut,Övriga skulder till kreditinstitut,839000,171000,Skulder till kreditinstitut,2000,132000
5565367454,All-elektro AB,whirlpool.se@whirlpool.com,+46771751570,,,,,,,
5565314399,Frökontrollen,ulf.host@bravoprofil.se,+4642295087,,,,,,,
5565240867,ADB Fastighetsservice AB,,+46103030290,Kreditinstitut,Övriga skulder till kreditinstitut,804964,1157467,Övriga skulder till kreditinstitut,441989,426261
5565240792,Flugfiskeshopen -  Vi kan flugfiske!,,+4692261570,,,,,,,
5565235917,Bonnier Business Media Sweden AB,maria.kihlstrom@ibinder.com,,,,,,,,
5565230223,Byggskadeteknik AB,info@guldhedensflytt.se,+4631164442,,,,,,,
5565172441,Telia,tony.swardhammar@kungsbud.se,+468850850,,,,,,,
5564938503,Flyttfirma,,+4642298500,,,,,,,
5564883048,LRF Media,frokontrollen@hushallningssallskapet.se,+46196032730,,,,,,,
5564845104,atl.nu,info@adbfastighetsservice.se,+4686644100,,,,,,,
5564754371,DALUM,info@tajtlajn.se,+46317951123,,,,,,,
5564688892,Fönsterputs Göteborg,info@bbm.bonnier.se,,,,,,,,
5564617966,Rörets Industrier,byggskadeteknik@telia.com,+46703206522,,,,,,,
5564300142,STB Svenska Takbeläggningar AB,,+464090100,,,,,,,
5564185576,Great Earth,,+46155219090,,,,,,,
5564132883,EGA,lrfmedia@lrfmedia.se,+46101844090,,,,,,,
5564080538,Svenska datanätverket,peter@dalumsmekaniska.se,+4632129980,,,,,,,
5564078169,Oral Care,info@goabservice.se,+4630394844,,,,,,,
5563812865,Pindaros AB,info@upplevelsepaket.se,+4650616630,,,,,,,
5563805885,Ruab Rulltrappservice AB,mail@rorets.se,+4636312300,,,,,,,
5563803096,Tyger & Textilier i Göteborg,,+468996944,,,,,,,
5563729010,Byggställning Göteborg - Byggnadsställningar SA Ställningar AB,,+4626611980,Kreditinstitut;OPR,Skulder till kreditinstitut,3666680,5866676,Skulder till kreditinstitut,2199996,2725096
5563673556,EuroFire,mer.info@ega.se,,,,,,,,
5563662823,Hotell Ronja Vimmerby,epost@galantplast.se,+4631152816,,,,,,,
5563510618,Västerorts Städservice AB,,+4687746465,,,,,,,
5563464840,Rörmokare Norrtälje,kristianstad@oralcare.se,,,,,,,,
5563422608,Havator,per@pindaros.se,,,,,,,,
5563411973,ABC Färgekonomi,john@rullltrappservice.se,,,,,,,,
5563385821,LK Transport,linne@myrins.se,+4631418841,,,,,,,
5562916238,Flyttfirma Västerås,info@sastallningar.se,+4631224080,,,,,,,
5562911288,TV4 Nyheterna,jonny@eurofire.se,+4642224665,,,,,,,
5562909696,Ditec Sisjön,info@hotellronja.se,+4649216700,,,,,,,
5562904168,Rekond för din bil,info@vasterortsstadservice.se,+4687612060,,,,,,,
5562787050,Dagens industri,dovandervvs@gmail.com,+46730497910,,,,,,,
5562594076,"Experter på flödesteknik, ventiler och instrument",info@abcfargekonomi.se,+4686737075,,,,,,,
5562591197,Grundfos,lars.schon@nordiskemedier.se,,,,,,,,
5562506286,Atrium Ljungberg,info@lktransport.se,+4660124500,Kreditinstitut,Övriga skulder till kreditinstitut,215200,551466,Övriga skulder till kreditinstitut,645600,860784
5562445873,Saltsjö Dufnäs Marina,,+4621130438,,,,,,,
5562427152,Startsida,,+469002088880,,,,,,,
5562397025,Låssmed med Jour i Skåne,info@ditecsisjon.se,+4631471550,,,,,,,
5562335785,AG Arvidsson Snickeri,info@nrcenter.se,+4617618780,,,,,,,
5562218494,H E:s Färggross AB,,+46317015150,,,,,,,
5562181809,Catering Göteborg med god mat via Göteborgs Restaurangskola,info@juneexpress.se,+4636718830,,,,,,,
5562076272,Låsman AB,info@ventim.se,+4631868450,,,,,,,
5561757047,Aktiebolaget Västanfors Industrier,,+4687516920,,,,,,,
5561569228,Folk Mat och Möten,,+4687166090,,,,,,,
5561550202,Fagerberg,,,,,,,,,
5561518985,Hotel Tylösand,info@carlbergslas.com,+4646127300,,,,,,,
5561436386,Tr Måleri AB,info@trapparvid.se,,,,,,,,
5561159640,Svensk Skadedjurssanering AB,,+4619323830,,,,,,,
5561121392,August Sverige AB,gbgrestcatering@hotmail.se,+46313860150,,,,,,,
5561109348,Primo Sverige AB - Limmared,info@lasman.se,+468840014,,,,,,,
5560947706,Allmänna Änke- och Pupillkassan i Sverige AB,Kundtjanst@tradehairsupplies.com,+4631404900,,,,,,,
5560896572,RM Jakt AB,info@randstad.se,+4698010083,,,,,,,
5560860594,Adress MK-Produkter Mekanik & Kemi AB,info@xcapital.se,+46424958232,,,,,,,
5560691296,PBS Svensk Värmekälla AB,robert.thim@karana.se,+4642195800,,,,,,,
5560639451,Svenska Cykelbanor AB,charkas@vastanfors.se,+46721828218,Kreditinstitut,och andra kreditinstitut samt kortfristiga likvida placeringar som är noterade på en marknadsplats och har,,,,,
5560429911,Wattmän El AB,info@folkmatmoten.se,+4640350350,,,,,,,
5560236407,Norrblomster AB,,+4631693700,,,,,,,
5560185075,Mattias Eriksson Entreprenad AB,,+4620740086,,,,,,,
8831770708,Mire Gräv & Entreprenad AB,,,,,,,,,
7770000222,Golventreprenad I Syd AB,,,,,,,,,
6363660709,Tom's Måleriservice AB,,,,,,,,,
5020005202,Bovicon AB,,+46850119203,,,,,,,
1196059999,Stockholms Allstäd AB,,,,,,,,,
0766520066,N.O. Lyftab AB,,,,,,,,,
0762958585,Gasservice i Stockholm AB,,,,,,,,,
0761054594,Mats Forslund Konsult AB,,,,,,,,,
0760249102,Stockholm Glas & Solskydd AB,,,,,,,,,
0738713937,Hulting Entreprenad AB,,,,,,,,,
0738461025,Rörömokar'n AB,,,,,,,,,
0737155253,Metator VVS Konsult AB,,,,,,,,,
0736262898,Pallinvest i Örebro AB,,,,,,,,,
0734144822,Roslagens Sjötrafik AB,,,,,,,,,
0733605842,NE Installation AB,,,,,,,,,
0729059879,Hoffmans Verkstad AB,,,,,,,,,
0709522617,Lasertech YAG AB,,,,,,,,,
0708103566,City Solfilm & Säkerhet AB,,,,,,,,,
0707871140,Pajala Begravningsbyrå AB,,,,,,,,,
0707299265,Hantverkshuset Östermalm AB,,,,,,,,,
0706467843,Elitservice AB,,,,,,,,,
0705770052,Stefan Hofmeijer AB,,,,,,,,,
0703630415,Marco Gustafsson Husbesiktning AB,,,,,,,,,
0700990908,BCT Schaktfri Teknik AB,,,,,,,,,
1783408569,Affärsvärlden,,,,,,,,,
4686456415,EPM,,,,,,,,,
4686517775,Kungsholmens Budbilar Aktiebolag,,,,,,,,,
4636718830,JUNE EXPRESS AB,,,,,,,,,
4611213340,Randstad,,,,,,,,,
5591549521,Nordström EL AB,max@nordstromel.se,+46736262898,,,,,,,
5562729599,Sundsvalls Partihandel AB,info@partihandel.com,,,,,,,,
4687420085,Gertfalk AB,,,,,,,,,
4615824400,Gnesta Bergbyggare AB,,,,,,,,,
5569251886,Tandläkare Elisabeth Ådén Jangenstål,,+4686676262,,,,,,,
5566728605,Security Assistance Syd AB,kontakt@secass.se,+46406892400,,,,,,,
4686151526,Scandvik AB,,,,,,,,,
5561465237,Mariannelunds Express AB,o.lockstrom@gmail.com,,,,,,,,
5565638755,Westbergs Måleri AB,magnus.westberg@telia.com,+4666059080,,,,,,,
5568011562,Toroton AB,piano@toroton.se,+4616124125,,,,,,,
5564650827,Stockholms Hushållsservice AB,sthlm.service@comhem.se,+4686459360,,,,,,,
5591322440,Rimtech AB,info@rimtech.se,,,,,,,,
5591297758,Mälardalens Undertak AB,,,,,,,,,
5566146147,Rybrants bokbinderi AB,info@rybrantsbokbinderi.se,+4686519642,,,,,,,
4638267600,ABL Construction Equipment AB,,,,,,,,,
5565622064,Judits Second Hand AB,info@judits.se,,,,,,,,
4640435320,Svensk Energi Consult AB,,,,,,,,,
5591218317,Adept Sverige AB,adept@sskjour.se,+46101462000,,,,,,,
5567541106,NE Fire Protection AB,info@nefp.se,,,,,,,,
5590208426,Ignicon AB,jens.hector@ignicon.se,+46703515189,,,,,,,
5592670169,Lindvalls Fönsterputs AB,info@lindvallsfonsterputs.se,+46722599145,,,,,,,
5593802597,Dala Mätteknik AB,,,,,,,,,
5568300908,Pronc AB,anders.soderlindh@gmail.com,,,,,,,,
5591172464,Tblab AB,,,,,,,,,
5590652680,ITEX Rental AB,info@itex.se,+468292020,,,,,,,
5567880546,SO Tak & Plåt AB,info@sotak.se,+46868449001,,,,,,,
5568210586,Två Bagare AB,info@tvabagare.se,,,,,,,,
4651021440,Westflytt AB,,,,,,,,,
5593408635,Erik Rask AB,,+46702981673,,,,,,,
5591502678,AC Hem & Flyttstäd AB,lasse@ac-hemflyttstad.se,+46730661131,,,,,,,
5563440675,Lecamt AB,kontor@lecamt.se,+46910721105,Kreditinstitut,Övriga skulder till kreditinstitut,54414,477284,Övriga skulder till kreditinstitut,1007168,3995384
5566356407,Toroma Automation AB,info@toroma.se,+4658642220,,,,,,,
5561720276,EPOX Maskin AB,info@epox.se,+4687547160,,,,,,,
5568587546,Scandexpo AB,,+46413557100,Kreditinstitut,Skulder till kreditinstitut,241363,0,Skulder till kreditinstitut,327132,41668
5569389645,Stockholms Markpartner AB,josef@stockholmsmarkpartner.se,+46105100440,,,,,,,
5593893737,Katrineholms Bygg AB,Robin@katrineholmsbyggab.se,+46764156372,,,,,,,
5591729362,Åströms Motor i Lund AB,astroms@telia.com,+46737463095,,,,,,,
5564590379,Hansson & Ekman AB,info@hanssonoekman.se,+46184305172,,,,,,,
5567560221,Dankett i Borås AB,info@dankett.se,,,,,,,,
5590845300,Eriksbergstvätten AB,info@eriksbergstvatten.se,,,,,,,,
0176224480,Väddö Begravningsbyrå AB,,,,,,,,,
5569423881,Karavan Point Nordic AB,info@karavanpoint.se,+46700121388,,,,,,,
5593964967,Nybergs Trädgårdstjänst Gotland AB,nybergstradgardstjanst@gmail.com,+46730876745,,,,,,,
5566908603,Energipartner Österlen AB,info@energipartnerosterlen.se,+46733010910,,,,,,,
5561293605,Haags Gummi AB,,+4651210290,,,,,,,
5591719603,Högröjarna Sydost AB,ahlund71@gmail.com,+46705090300,Kreditinstitut,Övriga skulder till kreditinstitut,530000,526659,Kreditinstitut,-530000,-526659
5563571651,Östermalms Grill AB,garomalki@hotmail.com,,,,,,,,
4626652000,Städtjänst Westlund AB,,,,,,,,,
4647133002,Glasteknik i Emmaboda AB,,,,,,,,,
5561361030,Allflytt-TSV AB,info@tsvtransport.se,+4631943670,,,,,,,
5566521042,Byggkomponenter i Falun AB,info@byggkomponenter.se,+462322929,,,,,,,
5561643445,Ottossons Cementvaror AB,,,,,,,,,
5567384911,Teqton Sweden AB,sweden@teqton.com,+4642241755,,,,,,,
5564327913,Bröderna Fhyr AB,info@kablage.net,,,,,,,,
5593117418,Loveling Bygg och Inredning AB,tompa6704@hotmail.com,,,,,,,,
5562433804,Amtele Communication AB,info@amtele.se,+46855646608,,,,,,,
5592409170,Nordic Ref AB,info@nordicref.se,+46760217345,,,,,,,
5565054268,SWEL AB,,,,,,,,,
5593075467,Höganäs Elinstallationer AB,marcus837@hotmail.com,+46768639825,,,,,,,
4645113000,Nabbes Taxi i Hässleholm,,,,,,,,,
4686400978,AB Philea,,,,,,,,,
5593065419,Sittesta Plåt AB,hjort.jimmy@gmail.com,,,,,,,,
5593820698,TVO Marinteknik AB,oskar.skottestad@tvomarinteknik.se,+4627012900,,,,,,,
4663127735,Biltjänsten Lugnvik AB,,,,,,,,,
4645710000,G2V Energi AB,,,,,,,,,
5594414715,Micke Bärgaren AB,info@mickebargarn.se,,,,,,,,
5593827990,RM Golv AB,rmgolv@hotmail.com,+46734320980,,,,,,,
5569688467,Partille Bygg och Badrumsrenovering AB,info@partillebygg.se,+46728531177,Kreditinstitut,Övriga skulder till kreditinstitut,95,11272938,Övriga skulder till kreditinstitut,72000,114015
5566813696,Norin & Hedlund Plåtslageri AB - ditt professionella plåtslageri i Sundbyberg!,norinhedlund@yahoo.se,+468292060,,,,,,,
5567691448,H. Daniel Byggservice AB,info@hdanielbyggservice.se,+46705552900,Kreditinstitut,Övriga skulder till kreditinstitut,143820,105950,Övriga skulder till kreditinstitut,0,60808
5594151036,LOGS L&T AB,helena.eliassen@hotmail.se,,,,,,,,
5565866018,Rörfirman J Franzén AB,,+4615626670,,,,,,,
5561048744,Combi-Lack AB,info@combilack.se,+4686476003,,,,,,,
5590263587,Täby Finmekaniska AB,,,,,,,,,
5560746173,Snickeribolaget i Höllviksnäs AB,snickeribolaget@telia.com,+4640423205,Kreditinstitut,Skulder till kreditinstitut,170000,210000,Skulder till kreditinstitut,40000,40000
4649114714,Kenth Nilsson Byggnads AB,,,,,,,,,
