orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556731-7408,Equality Line AB,Equality Line AB,46491,,46491,HAMMARÖ,66342,HÄSTVIKSVÄGEN 16,"Bolagets verksamhet ska vara import och export av ridsportsartiklar, utbilda ryttare och hästar därtill även bedriva försäljning. Inköp och tävling med hästar, samt även arrangera egna tävlingar inom hästsport. Odling och försäljning av fiskar och därmed förenlig verksamhet. Äga och förvalta fastigheter. Bolaget kommer även att bedriva rumsuthyrning, konferenser, event, pub och restaurangverksamhet samt därmed förenlig verksamhet.",2007-06-14,active,,,,
556734-2026,Alleima EMEA AB,Alleima EMEA AB,46841,,46841,SANDVIKEN,81181,,"Föremålet för bolagets verksamhet är (i) utveckling, tillverkning, marknadsföring och försäljning av stål och andra metall- och metallegeringar (inklusive metall- pulverbaserade produkter och metallprodukter och metallpulver), keramiska produkter, ytbeläggningar och ytbelagda produkter samt produkter för elektrisk uppvärmning (ii) innehav av immateriella rättigheter och upplåtelse av olika former av licenser (iv) ägande och förvaltande av fastigheter och aktier i dotterbolag samt (v) annan därmed förenlig verksamhet.",2007-07-04,active,,,,
556737-3690,SåiniNordeN AB,SåiniNordeN AB,47711,,47711,JÖNKÖPING,55320,BORGMÄSTARGRÄND 3  BV,Föremålet för bolagets verksamhet är att bedriva butiksförsäljning av damkläder samt därmed förenlig verksamhet.,2007-09-11,active,,,,
556715-1369,Euro Sko Charlottenberg AB,Euro Sko Charlottenberg AB,47721,,47721,UTLANDET,00000,POSTBOKS 253 1502 MOSS,Bolaget skall bedriva detaljistförsäljning av skor.,2006-11-10,active,,,,
556727-8634,Gösens Sportfiske AB,Gösens Sportfiske AB,47631,,47631,SÖDERTÄLJE,15132,NYKÖPINGSVÄGEN 50,Bolaget ska bedriva grossist- och detaljhandel inom sportfiske och därmed förenlig verksamhet.,2007-04-10,active,,,,
556726-1010,SPOOn Proactive Eyewear AB,SPOOn Proactive Eyewear AB,46434,,46434,ENSKEDE,12264,SKUTSKÄRSVÄGEN 4,Bolaget skall bedriva grossistverksamhet i optikbranschen.,2007-03-13,active,,,,
556741-6176,C. Sundh Tandvård AB,C. Sundh Tandvård AB,46230,,46230; 86230; 01620; 68201; 93290,SMEDSTORP,27398,STORGATAN 2,"Bolaget ska bedriva tandvård,handel med värdepapper samt därmed förenlig verksamhet.",2007-11-01,active,,,,
556719-1191,Fredric Eriksson Sales AB,Fredric Eriksson Sales AB,47789,,47789; 70200,HELSINGBORG,25236,REDAREGATAN 33,"Bolaget skall bedriva försäljning av pyrotekniska varor, marknadsföringskonsultation till butiker och företag, handel med värdepapper och därmed förenlig verksamhet.",2006-12-29,active,,,,
556711-0977,Jasela AB,Jasela AB,47404,,47404; 47401; 95320,ANGERED,42453,KRYDDKRASSEGATAN 43  BV,Aktiebolaget ska bedriva försäljning och verkstadsarbete med mopeder och motorcyklar jämte därmed förenlig verksamhet.,2006-09-15,active,,,,
556736-2370,Butik Vitamin Sundsvall AB,Butik Vitamin Sundsvall AB,47271,,47271; 68203,SUNDSVALL,85630,MEDBORGARGATAN 32  BV,"Bolaget ska handla med varor och tjänster inom hälsa och friskvård såsom kosttillskott, naturläkemedel, kosmetik, hudvårds- och hygienartiklar, hälsoskor och litteratur. Erbjuda rådgivning, föreläsning, massage och andra alternativa behandlingsformer.",2007-08-21,active,,,,
556732-5633,Brougham AB,Brougham AB,47820,,47820,LEKSAND,79330,HOTELLBACKEN 2,Aktiebolagets verksamhet ska vara att bedriva renovering och ombyggnad av och handel med amerikanska veteranbilar samt handel med reservdelar till veteranbilar jämte därmed förenlig verksamhet.,2007-06-26,active,,,,
556722-4836,Treasury Wine Estates Sweden AB,Treasury Wine Estates Sweden AB,46340,,46340,STOCKHOLM,11120,VASAGATAN 7,"Bolaget skall ha till föremål för sin verksamhet att, direkt eller indirekt, importera och distribuera vin och därmed förenlig verksamhet.",2007-01-31,active,,,,
556739-3557,Ramtech Scandinavia AB,Ramtech Scandinavia AB,47820,,47820; 70200,KÅGERÖD,26878,STORA BJÄRNARPS GÅRD 3353,Bolaget ska bedriva försäljning av reservdelar och produkter för motorfordons hjuldrift samt konsulttjänster inom samma område jämte därmed förenlig verksamhet.,2007-10-04,active,,,,
556736-5894,Jonsson Bil och Trailer AB,Jonsson Bil och Trailer AB,47811,,47811; 95311,ÖREBRO,70204,BOX 22109,"Bolaget skall bedriva försäljning av nya och begagnade bilar, släpfordon samt övriga typer av fordon och därtill hörande verksamhet, erbjuda tjänster inom samma verksamhetsområde samt förvaltning av fastigheter.",2007-08-28,active,,,,
556747-7483,Aspen Horse AB,Aspen Horse AB,46210,,46210; 46230,LERUM,44332,VON HOLTENS VÄG 37,"Föremålet för bolagets verksamhet är att bedriva försäljning och förmedling av hästar samt djurrelaterade produkter och tjänster, hälsoprodukter för djur och människor, idrottsverksamhet i form av träning av ryttare och hästar samt därmed förenlig verksamhet.",2008-01-02,active,,,,
556489-6461,Dati AB,Dati AB,47401,,47401,VÄJERN,45644,DINGLEVÄGEN 82,"Bolaget skall äga och förvalta fast egendom och idka därmed förenliga verksamheter. Bolaget skall vidare bedriva försäljning av dataprodukter, såsom datorer, skrivare, scanners och data- tillbehör. Bolaget skall även utföra installationer och service av datorer och kringutrustning.",1994-07-27,active,,,,
556752-1504,Jack Barlows Wine AB,Jack Barlows Wine AB,46340,,46340; 79120; 85690,GLANSHAMMAR,70596,RINKABY,Bolaget ska bedriva agentur- och partihandel av alkoholhaltiga drycker. Utbildning och utbildningsresor.,2008-02-20,active,,,,
556725-1920,A.D Shop AB,A.D Shop AB,47551,,47551,HALMSTAD,30238,SKONERTGATAN 12,"Bolaget ska bedriva försäljning av inredning för kontor, butik och offentlig miljö samt därmed förenlig verksamhet.",2007-03-02,active,,,,
556733-6242,Känsla & Smak Mode i Stockholm AB,Känsla & Smak Mode i Stockholm AB,47711,,47711,STOCKHOLM,11327,KARLBERGSVÄGEN 16,"Bolaget skall bedriva försäljning av varor med inriktning mot konfektion, inredning samt träning och tävling av travhästar och därmed förenlig verksamhet.",2007-07-03,active,,,,
556700-0822,Tätt Intill i Ystad AB,Tätt Intill i Ystad AB,47711,,47711,YSTAD,27134,ST. ÖSTERGATAN 24,Bolaget ska bedriva försäljning av kläder samt därmed förenlig verksamhet.,2006-03-18,active,,,,
556724-3141,Bromma Hobby AB,Bromma Hobby AB,47123,,47123,VÄLLINGBY,16250,KROSSGATAN 25  3TR,"Bolaget ska bedriva handel med hobby-, lek- och samlarsaker samt därmed förenlig verksamhet.",2007-02-21,active,,,,
556723-2920,Johanne Svanberg i Härnösand Aktiebolag,Johanne Svanberg i Härnösand Aktiebolag,47552,,47552; 47112; 47711,HÄRNÖSAND,87130,KÖPMANGATAN 4 B 1 TR,"Föremålet för bolagets verksamhet är försäljning av glas, porslins-, köks- hantverks-, textilier och belysningsartiklar, konfektion, skor, livsmedel, bijouterier, böcker, tidningar och därmed förenlig verksamhet.",2007-02-08,active,,,,
556727-9459,Helsingborgs Stormarknad AB,Helsingborgs Stormarknad AB,47112,,47112; 10710,HELSINGBORG,25232,LANDSKRONAVÄGEN 33,Bolaget har till föremål för sin verksamhet att bedriva detalj- handelsrörelse med dagligvaror inom ICA-verksamheten i Sverige och annan därmed förenlig verksamhet.,2007-04-11,active,,,,
556709-4486,GI-boxen Sweden AB,GI-boxen Sweden AB,47113,,47113,HELSINGBORG,25433,DROTTNINGGATAN 97,Bolaget skall bedriva försäljning av livsmedel och tillhandahålla prenumerationstjänster avseende livsmedel och recept samt bedriva därmed förenlig verksamhet.,2006-08-23,active,,,,
556735-1290,Jirvelius Konsult AB,Jirvelius Konsult AB,47123,,47123; 47634,FJUGESTA,71631,VALLGATAN 45,"Föremålet för bolagets verksamhet är anläggningsarbete, uthyrning av anläggningsmaskiner, fordon, släpkärror, personal samt byggredskap. Bolaget bedriver även gummi, smides och bilverkstad med tillhörande försäljning inom respektive område. Bolaget bedriver e-handel och handel inom områdena mode, smycke, kosmetika och hälsovård. Företaget förvaltar fast egendom och lös egendom och därmed förenlig verksamhet.",2007-07-20,active,,,,
556712-2931,Star Center i Jönköping AB,Star Center i Jönköping AB,46831,,46831,JÖNKÖPING,55302,KÄMPEVÄGEN 24,"Föremålet för bolagets verksamhet är att bedriva försäljning och montering av köksluckor, kompletta kök med vitvaror och belysning, handel med byggmaterial exempelvis lister och kakel samt därmed förenlig verksamhet.",2006-10-04,active,,,,
556734-1242,Internetkungen AB,Internetkungen AB,47751,,47751,ÅMÅL,66230,EDSGATAN 24,"Aktiebolagets verksamhet ska vara att bedriva handel med madrasser, kuddar och varor inom intimhygien, samt därmed förenlig verksamhet.",2007-07-03,active,,,,
556714-8654,Wermdö delikatesser AB,Wermdö delikatesser AB,47272,,47272,VÄRMDÖ,13955,KÄTTINGVÄGEN 12,Bolaget skall bedriva marknadsföring och försäljning av livsmedel samt därmed förenlig verksamhet.,2006-11-07,active,,,,
556728-8906,Luftmiljögruppen i Sverige AB,Luftmiljögruppen i Sverige AB,46649,,46649; 33200,LIDINGÖ,18130,UDDVÄGEN 3 A,"Bolaget skall bedriva marknadsföring- och försäljning av miljövänliga produkter- och tjänster avseende uppvärmning, avfuktning, luftrening, kylning och elbesparing av fastigheter samt idka därmed förenlig verksamhet.",2007-04-25,active,,,,
556739-7517,Lavazza Sweden AB,Lavazza Sweden AB,46370,,46370; 46330; 46431,STOCKHOLM,11157,SVEAVÄGEN 9,"Bolaget skall bedriva köp och försäljning av kaffe, kaffemaskiner och och liknande tillbehör, försäljning av fast och lös egendom samt därmed förenlig verksamhet.",2007-10-11,active,,,,
556734-5896,Exigor Aktiebolag,Exigor Aktiebolag,46420,,46420; 46460; 82200,GÖTEBORG,41250,DRAKEGATAN 10,Bolagets verksamhet skall vara telefonbokning av säljbesök och därmed förenlig verksamhet.,2007-07-11,active,,,,
556715-6871,SCANDRUMS AB,SCANDRUMS AB,46860,,46860; 64994,KUNGSBACKA,43437,TRYCKAREVÄGEN 5,"Bolaget ska bedriva återvinningsverksamhet, handel med återvinningsprodukter, handel med emballage, transporter, äga och förvalta fast och lös egendom och värdepapper samt därmed förenlig verksamhet.",2006-11-17,active,,,,
556746-4259,Alm Agency Aktiebolag,Alm Agency Aktiebolag,46160,,46160,HAVERDAL,30570,RIPSTIGEN 2,Bolaget ska äga och förvalta fast och lös egendom samt bedriva handel direkt eller indirekt med kläder och tillbehör till kläder samt därmed förenlig verksamhet.,2007-12-13,active,,,,
556748-1535,Multigrass AB,Multigrass AB,46491,,46491,BORÅS,50113,BOX 81,Bolaget skall bedriva import och försäljning av sportutrustning och utföra anläggningsentreprenader inom sport- och friskvård samt därmed förenlig verksamhet.,2008-01-03,active,,,,
556721-5362,Veho Bil Sverige AB,Veho Bil Sverige AB,47811,,47811; 47820; 95311; 95312,KUNGENS KURVA,14106,BOX 6061,"Bolaget ska ha till föremål för sin verksamhet att bedriva handel med och uthyrning av motorfordon samt därmed förenlig affärs- rörelse, omfattande även transporter med bärgningsbil.",2007-01-23,active,,,,
556722-8431,Habo Bilvård AB,Habo Bilvård AB,47813,,47813; 95311; 77390,HABO,56632,ÄNGSTIGEN 48,"Föremålet för bolagets verksamhet är att idka bilvård och försäljning av produkter inom bil och bilvård samt därmed förenlig verksamhet. Handel med husvagnar, husbilar, släpfordon och påhängsvagnar samt Uthyrning och leasing av övrig utrustning och övriga maskiner och materiella tillgångar därmed förenlig verksamhet.",2007-02-05,active,,,,
556726-1895,North Crushpower AB,North Crushpower AB,46649,,46649; 79900; 64994,VILHELMINA,91292,HORNSJÖ 1,"Bolagets verksamhet skall vara att bedriva försäljning av industri- och entreprenadmaskiner. Turismverksamhet inom guiding och övernattning, handel med värdepapper samt förenlig verksamhet.",2007-03-13,active,,,,
556700-5607,Helena Vickbergs Kläder AB,Helena Vickbergs Kläder AB,47711,,47711,MÄRSTA,19530,NYMÄRSTA GRÄND 5,Aktiebolaget ska bedriva handel med kläder och därmed förenlig verksamhet.,2006-03-23,active,,,,
556728-1448,LEG Miljöteknik AB,LEG Miljöteknik AB,46150,,46150; 71124; 85594,MARIESTAD,54272,FREDSLUNDSVÄGEN 20,"Bolaget ska bedriva försäljning av utrustning för miljövänlig teknik, konsultation och utbildning inom miljösektorn samt därmed förenlig verksamhet.",2007-04-16,active,,,,
556730-5965,Load Indicator System AB,Load Indicator System AB,46641,,46641; 71129,ASKIM,43634,ASKIMS VERKSTADSVÄG 4  BV,Bolaget skall bedriva agenturverksamhet inom mätteknik samt konsulting för nordens tillverkning och forskningsindustri.,2007-05-25,active,,,,
556731-1344,Natural User Interface Technologies AB,Natural User Interface Technologies AB,46501,,46501; 58290,SKELLEFTEÅ,93177,LABORATORGRÄND 11  1TRN,Bolaget skall bedriva tillverkning och försäljning av tryckkänslig visualiseringsutrustning och tillverkning av reservdelar till visualiseringsutrustningar. Mjukvaruutveckling för tryckkänslig visualiseringsutrustning och därmed förenlig verksamhet.,2007-06-04,active,,,,
556730-7185,Mek & Maskin Markvårdsmaskiner Vimmerby AB,Mek & Maskin Markvårdsmaskiner Vimmerby AB,46610,,46610; 33120,VIMMERBY,59840,SÖDRA INDUSTRIGATAN 23,"Import och försäljning av Kärcherkoncernens redskapsbärare och sopmaskiner samt tillbehör och reservdelar på den svenska marknaden. Försäljning av redskapsbärare, sopmaskiner, last- maskiner, kompakttraktorer, gräsklippare, elbilar, släpvagnar, handhållna grönutemaskiner och rengöringsmaskiner från ett tiotal leverantörer samt erbjuder service, reparationer och reservdelar för dessa produkter till slutkunder så som kommuner, kyrkor, golfklubbar och privata entreprenörer. Och därmed förenlig verksamhet.",2007-05-28,active,,,,
556740-5039,Södertörns Bygg & VVS AB,Södertörns Bygg & VVS AB,47522,,47522; 43221; 43320; 43330; 42210,RÖNNINGE,14463,GAMLEBOVÄGEN 26,Bolaget ska bedriva bygg och anläggnings samt mark och trädgårdsarbeten.Bolaget ska bedriva VVS-arbeten och bedriva försäljning av både material samt konsult tjänster inom detta område samt därmed förenlig verksamhet.,2007-10-18,active,,,,
556720-3426,Ahman & Nielsen AB,Ahman & Nielsen AB,47711,,47711,GÄLLSTAD,52360,ULRICEHAMNSVÄGEN 3,"Bolaget skall bedriva detaljhandel med kläder, skor, skinn, accessoarer jämte handel med värdepapper samt förvaltning av fast egendom och därmed förenlig verksamhet.",2007-01-12,active,,,,
556474-3952,Brizy Produktion Aktiebolag,Brizy Produktion Aktiebolag,46410,,46410,VARBERG,43241,NORRGATAN 3,Bolaget skall bedriva tillverkning och försäljning av konfektionsartiklar ävensom idka därmed förenlig verksamhet.,1993-10-06,active,,,,
556739-7624,Sonova Sweden AB,Sonova Sweden AB,46460,,46460,SOLNA,17121,BOX 1039,Bolaget ska marknadsföra och sälja hörapparater och därmed förenlig verksamhet.,2007-10-11,active,,,,
556736-0754,care of Berge AB,care of Berge AB,47711,,47711; 62100,LOMMA,23432,VALLGATAN 22,"Företaget bedriver konsultverksamhet inom strategi, kvalitet, utbildning och därmed förenlig verksamhet. Företaget bedriver även försäljning av kläder.",2007-08-17,active,,,,
556480-4721,DMZ IT AB,DMZ IT AB,46501,,46501,ENSKEDEDALEN,12134,KRISTINA NILSSONS VÄG 7,"Bolaget skall bedriva import och försäljning av datautrustning, handel med dataprogram, konsultverksamhet samt tillverkning av dataprogram ävensom idka därmed därmed förenlig verksamhet. Bolaget skall även idka handel med aktier, värdepapper och aktie- fondandelar, dock ej sådan verksamhet som avses i Bankrörelselagen eller lagen om kreditmarknadsbolag.",1994-01-11,active,,,,
556480-5587,Järnstocken Aktiebolag,Järnstocken Aktiebolag,47551,,47551,VÄSTERHANINGE,13737,VERKSTADSVÄGEN 6,"Bolaget skall äga och förvalta fastigheter, bedriva entreprenadverksamhet inom byggnadsbranschen, samt därmed förenlig verksamhet.",1994-01-18,active,,,,
556482-6443,ARC Europa Aktiebolag,ARC Europa Aktiebolag,46620,,46620,UMEÅ,90435,BJÖRNBÄRSVÄGEN 107,Bolaget skall bedriva försäljning av plåtutdragningsmaskinen ARC i Europa och därmed förenlig verksamhet.,1994-02-07,active,,,,
556731-6129,Spray Master AB,Spray Master AB,46850,,46850,VALLENTUNA,18626,BOX 1050,"Bolaget ska bedriva utveckling, handel med och tillverkning av kemiska produkter samt därmed förenlig verksamhet.",2007-06-13,active,,,,
556753-2246,Lutmers Livs AB,Lutmers Livs AB,47112,,47112,MUNKEDAL,45535,UDDARNE INDUSTRIVÄG 4,Bolaget ska bedriva detaljhandel med dagligvaror.,2008-03-04,active,,,,
556752-2387,Trädgårdscompaniet Bengtsson AB,Trädgårdscompaniet Bengtsson AB,47761,,47761,ELDSBERGA,30597,PERSTORP 361,"Bolaget ska bedriva försäljning, odling, anläggning, skötsel och konsultation inom trädgårdsområdet samt därmed förenlig verksam- het.",2008-02-21,active,,,,
556490-1485,Dan Burhén Möbler Aktiebolag,Dan Burhén Möbler Aktiebolag,46471,,46471,SÄVSJÖ,57631,SLÅTTERSTIGEN 15,Bolaget skall tillverka och sälja möbler ävensom idka därmed förenlig verksamhet.,1994-07-05,active,,,,
556722-4604,IM Premium AB,IM Premium AB,46501,,46501; 64910; 74990,SOLNA,17160,WIBOMS VÄG 11  1001,"Bolaget skall bedriva rådgivning inom fastighetsbranschen, äga och förvalta fast egendom samt handel med tillbehör och utrustning inom databranschen. Bolaget ska även bedriva inredningsdesign i inomhusmiljö och äga och förvalta aktier, samt därmed förenlig verksamhet.",2007-01-31,active,,,,
556723-8679,J F Schakt AB,J F Schakt AB,47820,,47820; 82990; 85599,LERUM,44338,SÖDRA LÅNGVÄGEN 23,Bolaget ska bedriva entreprenadverksamhet med grävmaskin och tillhandahålla tjänster inom byggnadsverksamhet samt därmed förenlig verksamhet.,2007-02-15,active,,,,
556715-8687,Västerbotten Bandtransport och Miljöservice AB,Västerbotten Bandtransport och Miljöservice AB,46649,,46649,URSVIKEN,93237,KOLBACKSVÄGEN 11,"Bolaget skall bedriva besiktning, konsultation, utbildning, reparation, underhåll, service, utveckling samt försäljning av bandtransportutrustning och utrustning för den inre miljön, företrädesvis utrustning för dammbekämpning samt därmed förenlig verksamhet.",2006-11-17,active,,,,
556729-5117,Nordenstedt Frukt AB,Nordenstedt Frukt AB,46310,,46310,GÖTEBORG,41711,KORSTÖRNEGATAN 19,Bolagets verksamhet är att idka agentur och handel med frukt och grönsaker och därmed förenlig verksamhet.,2007-05-09,active,,,,
556726-6860,Flagghuset Europa AB,Flagghuset Europa AB,46410,,46410; 46900,ÅKERSBERGA,18450,STATIONSVÄGEN 22,"Bolaget ska bedriva tillverkning och handel med flaggor och tillbehör även transport, service samt montage.",2007-03-20,active,,,,
556732-2036,En Riktig bygghandel i Stockholm AB,En Riktig bygghandel i Stockholm AB,46831,,46831; 68202; 78201,JÄRFÄLLA,17506,BOX 6070,"Bolaget ska bedriva handel med byggvaror, fastighetsförvaltning även personaluthyrning och därmed förenlig verksamhet.",2007-06-21,active,,,,
556715-1005,Notch AB,Notch AB,47631,,47631,SOLLENTUNA,19278,STAFFANS VÄG 6 B,Bolaget ska bedriva försäljning av sportprodukter.,2006-11-09,active,,,,
556474-7607,MJM Maskin AB,MJM Maskin AB,46649,,46649,SKUTSKÄR,81493,FRANS TIVELLS VÄG 2,"Bolaget ska bedriva handel med entreprenadmaskiner inom skogs-, byggnads och vägbyggnadsbranschen samt maskinuthyrning och tillhandahållande av maskintjänster och därmed förenlig verksamhet. Bolaget ska också äga och förvalta fast och lös egendom.",1993-10-25,active,,,,
556744-6868,Sydpetroleum AB,Sydpetroleum AB,46810,,46810,ÅSTORP,26536,MALMÖVÄGEN 2,"Bolaget skall bedriva handel med petroleum-, smörjolje-, och energiprodukter. Samt tillhörande kemiprodukter och därmed förenlig verksamhet.",2007-11-29,active,,,,
556748-4778,Österholms Granit AB,Österholms Granit AB,46831,,46831,TULLINGE,14641,HAMRINGEVÄGEN 1  NB,"Bolaget ska bedriva import, export, parti och minuthandel av granit, kakel och övriga stenprodukter samt järnvaruhandel dessutom monterings- och servicearbeten avseende dessa produkter jämte därmed förenlig verksamhet.",2008-01-07,active,,,,
556734-7520,Hund- & Kattshopen i Linköping AB,Hund- & Kattshopen i Linköping AB,47762,,47762,LINKÖPING,58732,VISTVÄGEN 34,Aktiebolagets verksamhet ska vara att bedriva handel med foder och tillbehör samt trimning för hund och katt samt därmed förenlig verksamhet.,2007-07-12,active,,,,
556748-2087,KAITEN Sverige AB,KAITEN Sverige AB,47634,,47634,HELSINGBORG,25005,BOX 5075,Bolaget skall via webshop försälja sportutrustning ävensom idka annan därmed förenlig verksamhet.,2008-01-03,active,,,,
556482-8811,Uplandskubben AB,Uplandskubben AB,46360,,46360,LIDINGÖ,18133,ALBAVÄGEN 7 A,"Bolaget skall bedriva verksamhet inom tillverkning, försäljning och varumärkesutveckling av bageri- och konditoriprodukter, och konsultverksamhet avseende finansstrategi, företags- och fastighetsfinansiering, företags- och privatekonomisk rådgivning, köp och försäljning av reverser, förvaltning och försäljning av aktier och fastigheter, samt idka därmed förenlig verksamhet.",1994-02-09,active,,,,
556748-8829,Steninge Hantverksservice AB,Steninge Hantverksservice AB,46900,,46900; 41000; 49330,MÄRSTA,19555,ORIONGATAN 41,"Bolaget ska bedriva taxi-, limousine- och budtransporter. Verkstad för bil, buss, lastbil samt därmed förenlig verksamhet. Uthyrning av fordon. Uthyrning av personal samt därmed förenlig verksamhet. Snickeri och bygg samt därmed förenlig verksamhet.",2008-01-14,active,,,,
556490-2996,J & B Maskinteknik Aktiebolag,J & B Maskinteknik Aktiebolag,46649,,46649; 33120; 33200,MÖLNDAL,43149,BÄCKSTENSGATAN 9,"Bolaget skall bedriva tillverkning, montering och reparation av verkstadsutrustning, truckar och trädgårdsmaskiner samt därmed förenlig verksamhet.",1994-08-18,active,,,,
556725-3355,Modulevabo AB,Modulevabo AB,46491,,46491; 72109,TÄBY,18371,NYTORPSVÄGEN 32  4 TR,"Föremålet för bolagets verksamhet är tillverkning, ägande, förvaltning, förmedling samt försäljning av lös och fast egendom inom fastighetsbranschen. Bolaget ska även bedriva forskning och utveckling inom bygg och byggmaterial och därmed förenlig verksamhet. Bolaget skall även bygga och förvalta egna och andras fastigheter. Både bostadshus samt kommersiella fastigheter.Importera och marknadsföra båtar, vattenfordon samt el-fordon såsom elcyklar, el-skotrar, el-bilar, el-golfbilar.",2007-03-05,active,,,,
556701-0607,Snoozy AB,Snoozy AB,46420,,46420,MALMÖ,21233,BEFÄLSGATAN 5,"Bolagets verksamhet skall vara produktion, tillverkning och vidareförsäljning av textiler inom klädesbranschen och därmed förenlig verksamhet.",2006-03-31,active,,,,
556724-2754,Lack & Verktyg i Kristianstad AB,Lack & Verktyg i Kristianstad AB,47523,,47523,KRISTIANSTAD,29162,ISOLATORVÄGEN 4 A,"Bolaget skall bedriva försäljning av lack för fordon och industri, industriförnödenheter såsom förbrukningsmaterial och verktyg samt därmed förenlig verksamhet.",2007-02-21,active,,,,
556734-4931,TorekovsHuset AB,TorekovsHuset AB,46210,,46210; 70200,BÅSTAD,26943,STATIONSTORGET 2 G LGH 1204,Bolaget skall erbjuda konsulttjänster vid exploatering av mark för bostadsändamål. Samt äga och förvalta fastigheter. Samt äga och idka handel med aktier och värdepapper.,2007-07-10,active,,,,
556715-0718,Thorens Datorhörna i Umeå AB,Thorens Datorhörna i Umeå AB,47401,,47401,UMEÅ,90355,KUNGSGÅRDSVÄGEN 17,"Bolaget skall bedriva försäljning och uthyrning av dataprodukter via butik, postorder, internet samt konsulttjänster inom data samt därmed förenlig verksamhet.",2006-11-09,active,,,,
556715-1286,Jerker Antoni Konsult AB,Jerker Antoni Konsult AB,46499,,46499,JÄRNFORSEN,57776,STORGATAN 31 A,"Bolaget skall bedriva handel med musikinstrument, bedriva konsultverksamhet, äga och förvalta fast egendom samt därmed förenlig verksamhet.",2006-11-10,active,,,,
556744-7890,Scaneco Waste AB,Scaneco Waste AB,46141,,46141,KUNGÄLV,44245,SOLBRÄCKEGATAN 27,Bolaget ska bedriva försäljning/inköp-handel med maskiner avseende avfallshantering.,2007-11-29,active,,,,
556721-0447,Skönhetsbyrån i Hälsingland AB,Skönhetsbyrån i Hälsingland AB,47751,,47751; 85599,GNARP,82962,ÅRSKOGEN 756,"Bolaget skll bedriva handel med parfym, kosmetika, kläder och accessoarer, inredningsartiklar, värdepapper, bilar samt fastigheter. Bolaget skall även bedriva utbildning och konferenser inom ledarskap och skönhetsvård samt därmed förenlig verksamhet.",2007-01-19,active,,,,
