orgnr,company_name,legal_name,sni_branch_keyword,current_industry,industries,post_place,zip_code,address,verksamhetsbeskrivning,registration_date,status,email_from_allabolag,homepage_from_allabolag,target_url,allabolag_url
556035-0224,Investment Aktiebolaget Svalnäs,Investment Aktiebolaget Svalnäs,70200,,70200,BROTTBY,18697,FASTARBY 4,"Bolaget skall bedriva konsultverksamhet inom fastighetsbranschen, reklamverksamhet, samt äga och förvalta värdepapper för egen räkning ävensom idka därmed förenlig verksamhet.",1936-03-24,active,,,,
556021-4941,Brunkvist Kvalitets- och Målerikonsult AB,Brunkvist Kvalitets- och Målerikonsult AB,43341,,43341; 70200,STOCKHOLM,11218,LINDHAGENSTERRASSEN 19  LGH 2206,"Aktiebolaget ska bedriva konsultverksamhet avseende revision av program för kvalitet, miljö och arbetsmiljö. Därutöver kan bolaget bedriva måleri och byggnadsverksamhet och därmed förenlig verksamhet.",1923-01-12,active,,,,
556006-8420,E.ON Sverige Aktiebolag,E.ON Sverige Aktiebolag,70100,,70100; 62202,MALMÖ,20509,,"Bolaget har till föremål för sin verksamhet att direkt eller genom dotter- eller intressebolag bedriva energiverksamhet, avfallshantering, vatten- och avloppsverksamhet. Därutöver skall bolaget direkt eller indirekt genom dotter- eller intressebolag bedriva entreprenad- och teknisk konsultverksamhet inom bolagets ovan angivna verksamhetsområden, inbegripet infrastruktur- branschen. Därjämte skall bolaget bedriva annan med det föregående förenlig verksamhet.",1906-06-25,active,,,,
556014-7802,BJC Fastighetsutveckling AB,BJC Fastighetsutveckling AB,41000,,41000; 68120,VÄSTRA FRÖLUNDA,42677,HÄNGPILSGATAN 6,"Bolaget skall förvärva, äga och bebygga fastigheter, bedriva fastighetsförvaltning, idka handel med fastigheter och värdepapper samt därmed förenlig verksamhet.",1917-09-21,active,,,,
556013-6391,Skånska Energi Aktiebolag,Skånska Energi Aktiebolag,70100,,70100,LUND,22100,BOX 25,"Bolaget skall verka inom energisektorn och inom denna sektor bedriva verksamhet i egen regi eller genom dotterbolag, äga och förvalta fastigheter, äga och förvalta värdepapper samt erbjuda övriga tjänster i anslutning härtill och idka annan därmed förenlig verksamhet.",1916-09-15,active,,,,
556011-0743,Carl Hanssons Rör & Värme Aktiebolag,Carl Hanssons Rör & Värme Aktiebolag,43221,,43221,STOCKHOLM,10074,BOX 47301,Bolaget skall bedriva handel med fastighetssanitära och liknande artiklar samt åtaga sig fastighetssanitära installations- och underhållsarbeten och andra därmed liknande arbeten samt äga och förvalta fastigheter och tomträtter jämte värdepapper.,1912-07-15,active,,,,
556033-4954,Canst Consult AB,Canst Consult AB,69102,,69102; 64994,KUNGÄLV,44215,BOX 533,"Aktiebolagets verksamhet ska vara att bedriva konsultverksamhet inom företagsutveckling och juridiska frågor, samt investera i värdepapper och fastigheter. Rörelse skall bedrivas inom och utanför Sverige.",1934-10-19,active,,,,
556020-6129,Th. Sack Aktiebolag,Th. Sack Aktiebolag,71110,,71110; 64994; 47692; 47532; 63100,LIDINGÖ,18131,ROSAVÄGEN 8,"Bolaget skall bedriva konsultverksamhet med inriktning på ADB- revision, handel med konst, inredning och arkitektur och handel med värdepapper samt därmed förenlig verksamhet.",1922-03-20,active,,,,
556024-1886,Elektriska aktiebolaget Polen,Elektriska aktiebolaget Polen,43210,,43210,ÖRSUNDSBRO,74963,BISKOPSKULLA VILLSBERGA 11,"Bolaget skall idka elektrisk installationsverksamhet och handel med elektrisk materiel, ävensom idka därmed förenlig verksamhet.",1925-08-31,active,,,,
556013-0683,Aktiebolaget Storstockholms Lokaltrafik,Aktiebolaget Storstockholms Lokaltrafik,49310,,49310,STOCKHOLM,10573,Lindhagensgatan 100,"Bolaget har till föremål för sin verksamhet att inom Stockholms län med angränsande områden anordna lokal och regional kollektiv- trafik, äga och förvalta fast och lös egendom samt därtill hörande verksamhet.  Bolaget är skyldigt att utföra de uppdrag som bolaget tilldelas av sin ägare. Verksamheten skall bedrivas åtägaren/i ägarens ställe.  Bolagets syfte är att anordna den lokala och regionala kollektivtrafiken på land som Stockholms läns landsting ansvarar för. I detta uppdrag ingår att överta sådana avtal och egendom som trafiknämnden inom Stockholms läns landsting överlåtit till bolaget, förvalta anläggningar, fordon och övrig egendom som upphandlats av bolaget eller av Stockholms läns landsting för kollektivtrafiken liksom avtal om allmän trafik som upphandlatsoch/eller tecknats av bolaget eller av Stockholms läns landsting och överlåtits till bolaget för förvaltning samt att i övrigt vidta erforderliga åtgärder för att fullgöra uppdraget.  Bolaget ska bedriva sin verksamhet med iakttagande av kommunala likställighetsprincipen samt i ekonomiskt hänseende enligt följande:  - Verksamhet som gäller förvaltning av fast och lös egendom ska bedrivas på affärsmässig grund - Övrig verksamhet ska bedrivas med tillämpning av kommunala självkostnadsprincipen  Om bolaget försätts i likvidation ska bolagets tillgångar till- falla Stockholms läns landsting.",1916-02-07,active,,,,
556014-4585,UPPENT Upplands Entreprenadmaskiner AB,UPPENT Upplands Entreprenadmaskiner AB,43120,,43120,UPPSALA,75109,BOX 925,"Föremålet för bolagets verksamhet är att bedriva entreprenadrörelse inom byggbranschen och bedriva åkeri, maskin- och transportförmedling samt handel med maskiner och transportfordon och därmed förenlig verksamhet.",1917-05-25,active,,,,
556039-6219,Förvaltnings Aktiebolaget Wasatornet,Förvaltnings Aktiebolaget Wasatornet,70100,,70100,STOCKHOLM,10216,BOX 55963,"Bolaget skall äga och förvalta fast egendom, äga och förvalta aktier och andra värdepapper samt bedriva därmed förenlig verksamhet.",1940-10-02,active,,,,
556003-4844,Rexam Aktiebolag,Rexam Aktiebolag,70100,,70100,MALMÖ,20039,BOX 9057,Bolaget skall självt eller genom delägarskap i andra företag bedriva tillverkning och försäljning av förpackningar av olika material samt att bedriva verksamhet inom återvinningsområdet.,1899-05-08,active,,,,
556035-3939,Arvet Trä Aktiebolag,Arvet Trä Aktiebolag,70200,,70200,ENSKEDE,12263,SVAMPVÄGEN 186,"Bolaget har till föremål för sin verksamhet att bedriva konsultverksamhet inom arkitekt-, bygg- och anläggningssektorn samt idka annan med detta förenlig verksamhet.",1936-08-19,active,,,,
556022-1078,Tetra Pak Processing Systems Aktiebolag,Tetra Pak Processing Systems Aktiebolag,71122,,71122; 46649,LUND,22186,Ruben Rausings gata,"Bolagets verksamhet omfattar anskaffning, utveckling, produktion, marknadsföring och försäljning av utrustning, tjänster och anläggningar för livsmedelsindustrin samt förvalta lös egendom ävensom idka därmed förenlig verksamhet.",1923-08-03,active,,,,
556018-6537,Zychem Technologies AB,Zychem Technologies AB,70200,,70200,UPPSALA,75002,BOX 2048,"Bolaget skall marknadsföra, sälja och distribuera special- kemikalier, specifikt natriumklorit- och eller natriumklorat- baserade produkter för sanering och desinfektion samt tillhandahålla konsulttjänster inom kemiteknik, företagsutveckling och företagsfinansiering jämte annan förenlig verksamhet.",1920-04-07,active,,,,
556000-8301,Höganäs Hamnbyggnads Aktiebolag,Höganäs Hamnbyggnads Aktiebolag,42910,,42910,HÖGANÄS,26383,,"Bolaget skall med vedebörandes begivande övertaga, dels den vid Höganäs befintliga lastbrygga jämte vissa därtill hörande materialier, dels ock de rättigheter och förbindelser, som äro förenade med nuvarande hamnen, ävensom bygga till en början en hamnarm för att i möjligaste mån åstadkomma skydd för lastning och lossning samt för förankring av fartyg, och i övrigt på ändamålsenligaste sätt förbättra hamnen, förvalta den och anskaffa nödigt landområde för densamma.",1897-05-31,active,,,,
556023-3602,ERIKSSON FORM AB,ERIKSSON FORM AB,70200,,70200; 58110; 90110; 47712; 74110,MARIEFRED,64791,LILLA EDEBY,"Bolaget ska verka inom grafisk produktion, författande och utgivning av skönlitterära texter, tillverkning och försäljning av textil- och lädervaror, samt utföra redovisningstjänster på konsultbasis.",1924-10-10,active,,,,
556037-7060,Lemacon Aktiebolag,Lemacon Aktiebolag,71121,,71121,PARTILLE,43334,SOLNEDGÅNGEN 26,Bolaget skall driva konsulterande verksamhet inom bygg- och fastighetsbranschen samt idka därmed förenlig verksamhet.,1938-10-26,active,,,,
556023-6514,KANAB Fastigheter Aktiebolag,KANAB Fastigheter Aktiebolag,41000,,41000; 68202,MÖLNDAL,43153,KRÅKETORPSGATAN 10,Bolaget ska äga och förvalta fastigheter samt idka därmed förenlig verksamhet.,1925-01-23,active,,,,
556033-5100,NCC International Aktiebolag,NCC International Aktiebolag,41000,,41000,SOLNA,17080,,"Bolaget skall utföra byggnads- och anläggningsentreprenader, förvärva och exploatera fast egendom samt bedriva med nämnda verksamheter förenlig verksamhet.",1934-10-22,active,,,,
556039-4685,RMM Byggplåt Lars Rosendahl Aktiebolag,RMM Byggplåt Lars Rosendahl Aktiebolag,43411,,43411,JÄRFÄLLA,17677,GULLIVERVÄGEN 11,Föremålet för bolagets verksamhet är att bedriva byggverksamhet inom plåtslageri- och snickeribranschen och idka därmed förenlig verksamhet.,1940-07-12,active,,,,
556006-8313,Volvo Group Real Estate Aktiebolag,Volvo Group Real Estate Aktiebolag,70100,,70100; 68203; 68202,GÖTEBORG,40508,GROPEGÅRDSGATAN 2,Bolaget skall förvalta fast och lös egendom samt idka annan därmed förenlig verksamhet.,1906-06-21,active,,,,
556013-5294,D'point Moderna Media AB,D'point Moderna Media AB,70200,,70200,STOCKHOLM,11350,SVEAVÄGEN 132  3 TR. LGH.1302,"Bolaget skall bedriva journalistik, tillställningar (events) samt konsultverksamhet inom marknadsföring, ledarskap och organisationsutveckling. Bolaget ska även kunna placera och förvalta det egna kapitalet i tex fastigheter och värdepapper samt därmed förenlig verksamhet.",1916-07-24,active,,,,
556032-0664,Convensia Revision EPn AB,Convensia Revision EPn AB,69202,,69202,VÄSTERÅS,72231,HÖKÅSVÄGEN 87,"Bolaget ska bedriva revisionsverksamhet, redovisning och konsultverksamhet inom ekonomi och skatt samt därmed förenlig verksamhet. Bolaget ska även äga och förvalta värdepapper, fast och lös egendom samt därmed förenlig verksamhet.",1933-04-28,active,,,,
556036-8572,Scancem Central Africa Holding 1 AB,Scancem Central Africa Holding 1 AB,69201,,69201,STOCKHOLM,10074,BOX 47055,"Bolaget ska direkt eller genom dotterbolag bedriva utvinning och tillverkning av samt handel med produkter och utrustning, företrädesvis avsedda för byggnads-, installations- och anläggningsverksamhet, bedriva teknisk, ekonomisk, juridisk och administrativ konsultverksamhet samt tillhandahålla tjänster på samma områden äga och förvalta fastigheter samt aktier och annan lös egendom, samt bedriva annan därmed förenlig verksamhet.",1938-01-14,active,,,,
556025-0309,Dagsnäs Slott AB,Dagsnäs Slott AB,70200,,70200; 55102; 01420,SKARA,53294,DAGSNÄS SÄTERI,"Bolaget ska bedriva handel med inredning och designprodukter, driva konferens- och hotellverksamhet med kursarrangemang, jakt- och viltexkursioner, hästoch djuruppfödning, slakteri, lantbruksrörelse samt ekonomisk konsultverksamhet jämte därmed förenlig verksamhet.",1926-06-30,active,,,,
556016-3049,R-evolution AB,R-evolution AB,70200,,70200,STOCKHOLM,10359,BOX 3692,"Bolaget har till föremål för sin verksamhet att äga och förvalta aktier i industri-, handels- och serviceföretag samt även äga och förvalta fast egendom, värdepapper, handha administrativ verksamhet åt dotterbolagen samt därmed förenlig verksamhet.",1918-10-11,active,,,,
556039-7514,Artek Företagskonsult Aktiebolag,Artek Företagskonsult Aktiebolag,70200,,70200,VINTROSA,71993,GOLFGATAN 23,"Bolaget skall bedriva ekonomisk konsultverksamhet, konsthandel, handel med värdepapper, konsultverksamhet och management inom grafisk- och byggnadsindustriell produktion även verksamhet inom grafisk industri och byggskivor som ytbehandlas med bl.a sprutbara plaster (t ex. polyuretan, PU) och därmed förenlig verksamhet.",1940-12-09,active,,,,
556000-6057,Heidelberg Materials Sweden AB,Heidelberg Materials Sweden AB,70100,,70100; 73300,STOCKHOLM,10074,BOX 47055,"Bolaget ska ha till föremål för sin verksamhet att direkt eller genom dotterbolag bedriva utvinning och tillverkning av samt handel med produkter och utrustning företrädesvis avsedda för byggnads-, installations- och anläggningsverksamhet, samla in, transportera, mellanlagra, förmedla eller behandla avfall och industriella restprodukter, bedriva teknisk, ekonomisk, juridisk och administrativ konsultverksamhet samt tillhandahålla tjänster på samma områden, äga och förvalta fastigheter samt aktier och annan lös egendom, och bedriva annan därmed förenlig verksamhet.",1897-04-26,active,,,,
556033-1497,Skoogs AB,Skoogs AB,70200,,70200,TRELLEBORG,23122,BOX 153,Föremålet för bolagets verksamhet är att självt eller genom annat företag idka handel med varor inom elbranschen ävensom idka därmed förenlig verksamhet.,1934-05-25,active,,,,
556035-0851,"HUAB, Haglund Entreprenad i Uppsala AB","HUAB, Haglund Entreprenad i Uppsala AB",71122,,71122,JÄRLÅSA,74496,RISBERGSBO 45,"Bolaget skall bedriva inköp och försäljning av maskiner inom grafiska branschen, konsulterande verksamhet inom grafiska industrin samt entreprenadverksamhet inom markplaneringsområdet.",1936-04-24,active,,,,
556011-1386,Aktiebolaget N. Lewinsky,Aktiebolaget N. Lewinsky,70200,,70200,GÖTEBORG,41102,FOLKUNGAGATAN 13,"Bolaget ska bedriva handel med hälsokostprodukter och medicintekniska produkter, konsultationer inom livsmedelsbranschen, upphandlingar till sjukvården, telemedicin, försäljning av apoteksvaror till klienter, äga och förvalta värdepapper och fast egendom samt idka därmed förenlig verksamhet.",1912-09-19,active,,,,
556028-7061,Interpublic Group Sweden AB,Interpublic Group Sweden AB,70100,,70100; 73111,VÄRMDÖ,13960,LINDROTSVÄGEN 1,"Bolaget skall äga och förvalta aktier och andelar samt tillhandahålla back-officetjänster såsom receptions, IT- och ekonomifunktioner för ägda bolag liksom bedriva därmed förenlig verksamhet.",1930-02-28,active,,,,
556016-0680,Telefonaktiebolaget LM Ericsson,Telefonaktiebolaget LM Ericsson,70100,,70100,STOCKHOLM,16483,,"Bolaget har till föremål för sin verksamhet att, direkt eller indirekt, utveckla, konstruera, tillverka, sälja och leverera samt i övrigt bedriva handel och annan näring med varor, produkter och övrig utrustning samt service, underhåll och andra tjänster beserat på telekommunikation och radioteknik samt andra tekniker för överföring, transmission och annan kommunikation av tal, data, bild, text, annan information och betalningsmedel samt att bedriva annan därmed förenlig verksamhet.",1918-08-19,active,,,,
556024-5812,Erna Gruppen AB,Erna Gruppen AB,70100,,70100,KARLSTAD,65102,BOX 28,"Bolaget har till föremål för sin verksamhet att förlägga tidningar och andra periodiska skrifter; att idka tryckeri- och grafisk rörelse; att distribuera tidningar, tidskrifter och paket till hushåll och företag; att äga och förvalta aktier; att äga, utveckla och förvalta fast egendom; samt att driva annan därmed förenlig verksamhet.",1926-01-18,active,,,,
556026-2338,Optimal Marketing (OMAB) Aktiebolag,Optimal Marketing (OMAB) Aktiebolag,43120,,43120; 69201,BROMMA,16775,SVÄRDSJÖVÄGEN 4,"Föremålet för bolagets verksamhet är att bedriva konsultverksamhet med inriktning på datorstöd och dataprogrammering för marketing, försäljning av dataprogram och datautrustning samt beriva redovisning, konsultationer inom redovisning, ekonomistyrning, skatter och bolagsrätt, handel med aktier och värdepapper, förvaltning av fast och lös egendom samt därmed förenlig verksamhet.",1927-10-26,active,,,,
556025-8146,Pefa Konsult Aktiebolag,Pefa Konsult Aktiebolag,69201,,69201,MÖLNDAL,43138,ANTILOPGATAN 4,"Bolaget skall bedriva ekonomisk, skattemässig och organisatorisk konsultation samt handla med, äga och förvalta värdepapper, ävensom idka därmed förenlig verksamhet.",1927-04-22,active,,,,
556035-7906,Puttes Garage & Åkeri Aktiebolag,Puttes Garage & Åkeri Aktiebolag,49410,,49410; 68203,TIDAN,54931,BELLEFORSVÄGEN 13,"Bolaget skall bedriva uthyrning av garage, truck- och garageservice samt annan därmed förenlig verksamhet.",1937-01-20,active,,,,
556031-2356,Bengtssons Tidnings Aktiebolag,Bengtssons Tidnings Aktiebolag,70100,,70100,STOCKHOLM,10249,BOX 5358,"Bolaget har till föremål för sin verksamhet att, direkt eller indirekt, köpa, sälja och förvalta fastigheter och värdehandlingar, driva tidnings- och tryckrörelse samt förlagsverksamhet och därmed förenlig verksamhet.",1932-07-13,active,,,,
556030-2480,Aurubis Sweden AB,Aurubis Sweden AB,70100,,70100,FINSPÅNG,61202,BOX 2001,Bolaget har till föremål för sin verksamhet att utveckla tekniska kundlösningar till den globala kylarbandsmarknaden samt erbjuda teknisk support och övriga tjänster för internt bruk inom koncernen samt idka annan därmed förenlig verksamhet.,1931-07-27,active,,,,
556031-4808,LKAB Malmtrafik AB,LKAB Malmtrafik AB,49200,,49200,KIRUNA,98186,FK 12,"Bolaget ska bedriva järnvägstransporter mellan LKABs gruvor i Sverige och malmhamnarna i Luleå och Narvik, SSABs lossningsstation i Luleå samt även bedriva all serviceverksamhet anknytande till järnvägsverksamheten samt utöva i samband därmed förenlig verksamhet.",1932-10-05,active,,,,
556000-3468,Sandvik Aktiebolag,Sandvik Aktiebolag,70100,,70100,STOCKHOLM,10130,Box 510,"Bolaget skall ha till föremål för sin verksamhet att bedriva industriell verksamhet, företrädesvis inom branscherna stål, hårdmetall, verktyg, bergborrningsutrustning, mekanisk verkstadsrörelse, elektronik och processystem samt andra därmed förenliga eller jämförbara branscher, att äga, förvalta och bedriva handel med fast egendom, aktier och andra värdehandlingar samt att bedriva jordbruk, skogsbruk och bergsbruk. Bolaget skall även kunna bedriva verksamhet avseende leasing och annan finansiering samt utlåning och annan därmed förenlig verksamhet. Verksamheten skall kunna drivas direkt eller genom ägande i andra företag. Bolaget har rätt att ingå borgen eller ställa annan säkerhet för förbindelser, som dotterföretag eller intresseföretag till bolaget ingått.",1897-03-08,active,,,,
556024-2082,Roger Bergman Konsult AB,Roger Bergman Konsult AB,70200,,70200,SÖDERTÄLJE,15171,JÄRNAGATAN 7  1 TR,"Bolaget skall direkt eller via andelar i andra bolag äga och för- valta fastigheter och värdepapper samt annan fast och lös egen- dom, bedriva konsultverksamhet inom redovisning och finansiering, företagsöverlåtelser, företagsjuridik och företagsledning samt idka annan därmed förenlig verksamhet.",1925-09-07,active,,,,
556017-2875,Jonssons Entreprenad i Virserum AB,Jonssons Entreprenad i Virserum AB,43120,,43120,VIRSERUM,57795,LILLA ÅNHULT 6,Aktiebolaget ska bedriva entreprenad med anläggningsarbeten och fastighetsuthyrning samt därmed förenlig verksamhet.,1919-04-23,active,,,,
556031-1358,A Blomquist AB,A Blomquist AB,70200,,70200; 90110,LJUSNEDAL,84696,ÅKERHAGSVÄGEN 11,"Föremålet för bolagets verksamhet är att bedriva konsultverksam- het inom organisation och ledarskap, destinationsutveckling, friskvård, journalistik, föreläsningar samt handel med värde- papper och därmed förenlig verksamhet.",1932-06-06,active,,,,
556038-4744,Cavemo AB,Cavemo AB,70200,,70200,GAMMELSTAD,95431,INGRIDSVÄGEN 1,"Bolaget skall bedriva konsultverksamhet avseende företags organisation, affärs- och verksamhetsutveckling, ekonomi och finansiering, äga och förvalta värdepapper och fastigheter samt därmed förenlig verksamhet.",1939-06-21,active,,,,
556015-6316,Frejs Konsulter AB,Frejs Konsulter AB,70200,,70200,GÖTEBORG,40014,BOX 53100,"Föremålet för bolagets verksamhet ska vara att bedriva revisions-, bokförings- och redovisningstjänster, konsultverksamhet avseende skatte-, organisations- och finansieringsfrågor och juridik samt därmed förenlig verksamhet.",1918-04-22,active,,,,
556039-0006,Axel Arwidsson Aktiebolag,Axel Arwidsson Aktiebolag,71121,,71121,HÄLLEVADSHOLM,45760,NORRA BOHUSVÄGEN 1,"Bolaget skall bedriva konsultationsverksamhet inom områdena teknik, ekonomi och juridik samt mäkleri- och leasingverksamhet avseende inventarier och utrustning inom livsmedelsdetaljhandel och dagligvarubranschen. Dessutom skall bolaget bedriva handel inom följande branscher: detaljhandel inom livsmedels- och dagligvarubranschen, bilar och motorcyklar, maskinelement till verkstadsindustrin, antikviteter och konst, bostadsrätter, fastigheter och värdepapper samt idka med allt ovanstående förenlig verksamhet.",1939-12-11,active,,,,
