ICP_Score,ICP_Reasons,OrgNr,Name,Email,Phone,Is_AB,Reg_Year,Company_Age,Employees,Branch,Branch_Segment,SNI_Code,Omsattning_SEK,Omsattning_Year,Rorelseresultat_SEK,Arets_Resultat_SEK,Kortfristiga_Skulder_SEK,Langfristiga_Skulder_SEK,Lender_Keywords,Keyword_Line_1,Recent_Year_Value,Previous_Year_Value,Keyword_Line_2,Recent_Year_Value,Previous_Year_Value
9,"AB,revenue_core,employees_core,age_core,branch_core",5567365795,bosobra AB,magnus.hoffner@bosobra.se,,true,2007,19,2,Byggande av bostadshus och andra byggnader,core,,3090000,2025,115000,90000,611000,,,,,,,,
9,"AB,revenue_core,employees_core,age_core,branch_core",5567853220,Zinter Byggentreprenad AB,henrik@zinter.se,+46703022764,true,2009,17,2,Byggnadssnickeriarbeten,core,,3479000,2024,77000,57000,783000,,,,,,,,
9,"AB,revenue_core,employees_core,age_core,branch_core",5565920518,Ystad Mur och Puts AB,,+4641112031,true,2000,26,2,Byggande av bostadshus och andra byggnader,core,,3475000,2025,199000,157000,812000,,,,,,,,
9,"AB,revenue_core,employees_core,age_core,branch_core",5569842817,Ydén Bygg AB,ydenbygg@gmail.com,,true,2014,12,2,Byggande av bostadshus och andra byggnader,core,,3262000,2025,79000,74000,720000,,,,,,,,
9,"AB,revenue_core,employees_core,age_core,has_lender_debt",5565537122,Y Läns Miljöisolering AB,info@ylans.se,,true,1998,28,2,Golv- och väggbeläggningsarbeten,other,,3133000,2024,-210000,-100000,858000,542000,Kreditinstitut,Övriga skulder till kreditinstitut,542007,867212,Övriga skulder till kreditinstitut,352305,352305
9,"AB,revenue_core,employees_core,age_core,branch_core",5569212169,WorkSafe Nordic AB,robert@worksafenordic.com,,true,2013,13,3,Annan övrig specialiserad bygg- och anläggningsverksamhet,core,,3333000,2025,-424000,-490000,471000,,,,,,,,
9,"AB,revenue_core,employees_core,age_core,branch_core",5590586847,Wistrand Tribe AB,filip.wistrand@wtribe.org,,true,2016,10,2,Konsultverksamhet avseende företags organisation,core,,3018000,2024,409000,774000,943000,,,,,,,,
9,"AB,revenue_core,employees_core,age_core,has_lender_debt",5566397849,Wickströms åkeri AB,info@hundkoket.se,,true,2003,23,2,"Vägtransport, godstrafik",other,,3075000,2025,192000,182000,823000,90000,Kreditinstitut,Övriga skulder till kreditinstitut,60,90136,Övriga skulder till kreditinstitut,90133,154512
9,"AB,revenue_core,employees_core,age_core,branch_core",5568383110,Wentzel Bygg AB,wentzelbyggab@hotmail.com,,true,2011,15,3,Byggande av bostadshus och andra byggnader,core,,3214000,2025,395000,305000,419000,7000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5563495448,Österåkers Måleri Aktiebolag,rm@osterakersmaleri.se,,true,1989,37,4,Måleriarbeten,secondary,,3088000,2024,-325000,-325000,245000,157000,,,,,,,
8,"AB,revenue_core,employees_core,age_soft,branch_core",5591329288,Östersta Bygg & Montage AB,rafal@ureni.com,,true,2017,9,2,Byggnadssnickeriarbeten,core,,3201000,2025,55000,32000,466000,193000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5590086178,Örnebrings måleri AB,daniel@ornebringsmaleri.se,+46709615907,true,2015,11,3,Måleriarbeten,secondary,,3267000,2025,387000,298000,1278000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5561082271,Örebro Elektrotel Aktiebolag,,+46706540321,true,1972,54,4,Elinstallationer,secondary,,3388000,2025,214000,184000,1057000,,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5590674007,Zebra Måleri AB,zebramaleri@gmail.com,,true,2016,10,3,Måleriarbeten,secondary,,3269000,2025,649000,524000,713000,21000,,,,,,,
8,"AB,revenue_core,employees_core,age_core,branch_secondary",5566221551,WoiTek AB,billy.tekin@gmail.com,,true,2002,24,2,Elinstallationer,secondary,,3108000,2025,238000,146000,371000,57000,,,,,,,
8,"AB,revenue_core,employees_core,branch_secondary,has_lender_debt",5592361033,Wiks Elinstallationer AB,info@wiksel.se,+46104911150,true,2020,6,2,Elinstallationer,secondary,,3119000,2025,134000,71000,473000,87000,Kreditinstitut,Övriga skulder till kreditinstitut,129686,195598,Övriga skulder till kreditinstitut,71244,72774
8,"AB,revenue_core,employees_core,age_soft,branch_core",5591092852,Weylandts Bygg och Plattsättning AB,stewey_65@hotmail.com,,true,2017,9,2,Byggande av bostadshus och andra byggnader,core,,3045000,2024,209000,212000,265000,12000,,,,,,,
8,"AB,revenue_core,employees_core,branch_secondary,has_lender_debt",5592228018,Waxö EL AB,peter@west-event.se,,true,2019,7,2,Elinstallationer,secondary,,3177000,2024,40000,19000,554000,71000,Kreditinstitut,Övriga skulder till kreditinstitut,,,,,
7,"AB,revenue_core,employees_core,age_core",5567606313,Östersunds Kakelservice AB,osdkakel@gmail.com,+46706841138,true,2008,18,2,Golv- och väggbeläggningsarbeten,other,,3105000,2024,-9000,-66000,234000,15000,,,,,,,
7,"AB,revenue_core,employees_core,branch_core",5593214363,Östansjö Bygg AB,ostansjobygg@gmail.com,,true,2021,5,2,Byggande av bostadshus och andra byggnader,core,,3244000,2024,-54000,-57000,856000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5590755418,Ölands Service AB,olands.service@gmail.com,+46702550329,true,2016,10,3,Mark- och grundarbeten,other,,3186000,2025,490000,275000,321000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5564167277,ÖC Fläkt & Luftkontroll AB,niclas.otterud@ocflakt.se,+4686451492,true,1996,30,3,Ventilationsarbeten,other,,3267000,2025,527000,776000,185000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5563041549,Ångspecialisten Ekerö AB,,+46856046934,true,1987,39,2,Värme- och sanitetsarbeten,other,,3106000,2024,54000,56000,513000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5563915452,Åbergs Schakt i Knivsta AB,info@abergsschakt.se,,true,1990,36,3,Mark- och grundarbeten,other,,3197000,2025,-593000,-603000,1518000,142000,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5566951264,Ängelholms Art of covering AB,jlehtinen@telia.com,,true,2005,21,3,Golv- och väggbeläggningsarbeten,other,,3011000,2024,98000,52000,249000,223000,,,,,,,
7,"AB,revenue_core,employees_core,branch_core",5592064306,wbe wendin bygg och entreprenad AB,Thomaswendin@hotmail.com,+46735114015,true,2019,7,2,Byggnadssnickeriarbeten,core,,3356000,2025,675000,414000,419000,10000,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5566408380,von Rosens Entreprenad AB,kristianvonrosen@hotmail.com,,true,2003,23,2,Mark- och grundarbeten,other,,3388000,2025,341000,909000,459000,12000,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5562737188,norfast Entreprenad AB,,,true,1986,40,4,Annan fastighetsförmedling och fastighetsförvaltning på uppdrag,other,,3145000,2024,17000,56000,938000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5569401119,esoteric AB,rickard@esoteric.se,+4631293929,true,2013,13,3,Datakonsultverksamhet,other,,3080000,2024,620000,485000,356000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5590239736,Zoxoro AB,info@saleogruppen.se,+46840943320,true,2015,11,2,,,,3103000,2017,112000,92000,248000,,,,,,,,
7,"AB,revenue_core,employees_core,branch_core",5593846305,ZYGA BYGG & RENOVERING AB,zygaoffice@gmail.com,,true,2022,4,4,Byggande av bostadshus och andra byggnader,core,,3320000,2025,316000,247000,718000,,,,,,,,
7,"AB,revenue_core,employees_core,branch_core",5593899015,ZAP Entreprenad AB,m.adam.hammoud@gmail.com,,true,2022,4,2,Annan övrig specialiserad bygg- och anläggningsverksamhet,core,,3234000,2025,-110000,-117000,244000,109000,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5568396823,Z Solskydd & Avskärmning AB,mathias@zenitsolskydd.se,,true,2011,15,2,Partihandel med textilier,other,,3180000,2024,-79000,-80000,691000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5567972038,X VVS i Gävle AB,,+46705954876,true,2009,17,2,Värme- och sanitetsarbeten,other,,3187000,2024,574000,977000,942000,,,,,,,,
7,"AB,revenue_core,employees_core,branch_core",5592705692,X Bygg Service & Montage AB,frank@xbygg.nu,+46738388985,true,2020,6,2,Byggnadssnickeriarbeten,core,,3491000,2025,-20000,130000,1051000,,,,,,,,
7,"AB,revenue_core,employees_core,branch_core",5593027443,Wrek Tekk AB,murgahtroid@hotmail.com,,true,2021,5,2,Byggnadssnickeriarbeten,core,,3474000,2024,-335000,-335000,433000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5562889773,Wogab Fastighets AB,,+463641790,true,1986,40,3,"Uthyrning och förvaltning av egna eller arrenderade, andra lokaler",other,,3258000,2024,-1851000,5937000,2358000,,,,,,,,
7,"AB,revenue_core,employees_core,age_core",5590147228,Wigells Mark & Bygg AB,info@wimbab.se,,true,2015,11,2,Mark- och grundarbeten,other,,3467000,2024,355000,202000,201000,2179000,,,,,,,
7,"AB,revenue_core,employees_core,branch_core",5592750888,Werkanders Byggfirma Fårö AB,,+46705604358,true,2020,6,2,Byggande av bostadshus och andra byggnader,core,,4139000,2025,118000,50000,343000,11000,,,,,,,
6,"AB,revenue_core,employees_soft,branch_core",5594394933,Ökna Bygg AB,info@oknabygg.se,+46736852588,true,2023,3,5,Byggande av bostadshus och andra byggnader,core,,3048000,2025,146000,57000,203000,157000,,,,,,,
6,"AB,revenue_core,employees_core,age_soft",5591594121,Åströms Bygg & Transport AB,,,true,2018,8,2,Mark- och grundarbeten,other,,3229000,2024,332000,399000,154000,1120000,,,,,,,
6,"AB,revenue_core,employees_core,branch_secondary",5592892763,dosab El Entreprenad AB,,,true,2020,6,4,Elinstallationer,secondary,,3078000,2024,-44000,-50000,580000,1000,,,,,,,
6,"AB,revenue_core,employees_core,branch_secondary",5593685307,YFI AB,,,true,2022,4,4,Elinstallationer,secondary,,3057000,2024,484000,308000,478000,,,,,,,,
6,"AB,revenue_core,employees_core,branch_secondary",5594184565,XQT AB,,,true,2023,3,3,Elinstallationer,secondary,,3322000,2024,300000,180000,1292000,126000,,,,,,,
5,"AB,revenue_core,employees_core",5593379612,Örlogsstadens Plåtslageri AB,dennis.karlsson94@hotmail.com,,true,2021,5,2,Takarbeten av plåt,other,,3211000,2024,-85000,6000,682000,1200000,,,,,,,
5,"AB,revenue_core,employees_soft,branch_secondary",5592488521,Ålö Entreprenad AB,baronen82@gmail.com,+46850157350,true,2020,6,7,Restaurangverksamhet,secondary,,3232000,2023,-524000,-537000,256000,480000,,,,,,,
5,"AB,revenue_core,employees_core",5593328320,Åkerlunds Schakt och Maskinteknik AB,info@akerlunds.com,+46707320995,true,2021,5,2,Mark- och grundarbeten,other,,3465000,2024,155000,52000,1011000,774000,,,,,,,
5,"AB,revenue_core,employees_core",5593739211,Åbolands skog & maskin AB,,+46706756706,true,2022,4,2,"Vägtransport, godstrafik",other,,3231000,2025,-524000,-353000,2895000,3382000,,,,,,,
5,"AB,employees_core,branch_core",5593161416,i.b. vogt AB,janosterman@eversheds-sutherland.se,,true,2021,5,4,"Teknisk konsultverksamhet inom energi-, miljö- och VVS-teknik",core,,-2647000,2024,-12270000,-14098000,1308000,6658000,,,,,,,
5,"AB,revenue_core,employees_core",5594048836,Wisjö Rör & Bygg AB,martinkarlsson91@hotmail.com,+46706083443,true,2022,4,2,Värme- och sanitetsarbeten,other,,3108000,2025,-500000,-385000,589000,47000,,,,,,,
5,"AB,revenue_core,branch_core",5593267023,Wire Nordic AB,,,true,2021,5,0,Andra bygginstallationer,core,,3242000,2025,105000,83000,1752000,,,,,,,,
5,"AB,revenue_core,employees_soft,branch_secondary",5594343609,Wermlands Måleri & Snickeri AB,w.malerisnickeri@gmail.com,,true,2023,3,5,Måleriarbeten,secondary,,3316000,2024,-651000,-419000,622000,,,,,,,,
0,,5569197410,Östgöta Byggresurs Entreprenad AB,,,false,,,0,,,,,,,,,,,,,,,,
0,,5564914355,ÖSTGÄRDES BYGG & INDUSTRISERVICE AB,,,false,,,0,,,,,,,,,,,,,,,,
0,,5566470539,Åstorps Kakel & Byggservice AB,,,false,,,0,,,,,,,,,,,,,,,,
0,,5566074125,Äventyrshuset i Skellefteå AB,skelleftea@bodaborg.se,+46910701270,false,,,0,,,,,,,,,,,,,,,,
0,,5592565740,m8 Holding AB,,,false,,,0,,,,,,,,,,,,,,,,
